["cct.kind = 'crew'", "cct.kind = 'complete+verified'", "chn.name = 'Aggressive Rocker'", "ci.note IN ('(uncredited)', '(as AndrÃ© Gower)', '(as Phil Battley)', '(as Merrit Yonka)', '(as Robert Boatman)')", "cn.country_code = '[br]'", "it.info = 'certificates'", "it.info = 'birth name'", "k.keyword = 'male-nudity'", "mi.info LIKE '%M%'", "mi.info LIKE '%M%'", "n.gender = 'm'", "n.name LIKE '%a%'", "rt.role = 'actor'", "t.title = 'Quadrophenia'", "t.production_year > 1957", "t.production_year < 1983"],
["cct.kind = 'crew'", "cct.kind = 'complete+verified'", "chn.name = 'Man on Tour Boat'", "ci.note IN ('(uncredited)', '(as Late Mayekar)', '(as Goff Gretsch)', '(as Bushra)', '(as Jo DeWinter)')", "cn.country_code = '[au]'", "it.info = 'gross'", "it.info = 'birth date'", "k.keyword = 'bond-girl'", "mi.info LIKE '%(%'", "mi.info LIKE '%3%'", "n.gender = 'm'", "n.name LIKE '%i%'", "rt.role = 'actor'", "t.title = 'Octopussy'", "t.production_year > 1974", "t.production_year < 1989"],
["cct.kind = 'cast'", "cct.kind = 'complete+verified'", "chn.name = 'Frisell'", "ci.note IN ('(Glowing Raver)', '(episode MÃ¥lbrott)', '(as Rex Hale)', '(as Tricia Mara)', '(as Kari Mattson)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "it.info = 'death date'", "k.keyword = 'burnt-hand'", "mi.info LIKE '%2%'", "mi.info LIKE '%2%'", "n.gender = 'm'", "n.name LIKE '%e%'", "rt.role = 'actor'", "t.title = 'Freddy vs. Jason'", "t.production_year > 1980", "t.production_year < 2012"],
["cct.kind = 'crew'", "cct.kind = 'complete+verified'", "chn.name = 'Soviet Security Council Member'", "ci.note IN ('(uncredited)', '(as Tsai Cheng-hui)', '(as Rod Howdle)', '(as Hung Chu)', '(as Brett Loehr)')", "cn.country_code = '[it]'", "it.info = 'gross'", "it.info = 'other works'", "k.keyword = 'cavalry-saber'", "mi.info LIKE '%U%'", "mi.info LIKE '%8%'", "n.gender = 'm'", "n.name LIKE '%s%'", "rt.role = 'actor'", "t.title = 'Octopussy'", "t.production_year > 1980", "t.production_year < 2020"],
["cct.kind = 'crew'", "cct.kind = 'complete+verified'", "chn.name = 'Man on Tour Boat'", "ci.note IN ('(uncredited)', '(as Andi Tecec)', '(as Poul GlargÃ¥rd)', '(as Margie Deneke)', '(as Ana Maria)')", "cn.country_code = '[it]'", "it.info = 'weekend gross'", "it.info = 'trivia'", "k.keyword = 'knife-throwing'", "mi.info LIKE '%s%'", "mi.info LIKE '%9%'", "n.gender = 'm'", "n.name LIKE '%l%'", "rt.role = 'actor'", "t.title = 'Octopussy'", "t.production_year > 1916", "t.production_year < 1991"],
["cct.kind = 'crew'", "cct.kind = 'complete+verified'", "chn.name = 'Soviet Security Council Member'", "ci.note IN ('(uncredited)', '(as Bunny)', '(as Don Andrews)', '(as Bea Aston)', '(as Talicous)')", "cn.country_code = '[au]'", "it.info = 'goofs'", "it.info = 'trivia'", "k.keyword = 'martial-arts'", "mi.info LIKE '%a%'", "mi.info LIKE '%g%'", "n.gender = 'm'", "n.name LIKE '%G%'", "rt.role = 'actor'", "t.title = 'Octopussy'", "t.production_year > 1973", "t.production_year < 2002"],
["cct.kind = 'cast'", "cct.kind = 'complete+verified'", "chn.name = 'Frisell'", "ci.note IN ('(Glowing Raver)', '(as Barbey)', '(as Ali Tscharmi)', '(as David Eden)', '(script clearance)')", "cn.country_code = '[nl]'", "it.info = 'certificates'", "it.info = 'birth notes'", "k.keyword = 'lifting-someone-into-the-air'", "mi.info LIKE '%1%'", "mi.info LIKE '%K%'", "n.gender = 'm'", "n.name LIKE '%x%'", "rt.role = 'actor'", "t.title = 'Freddy vs. Jason'", "t.production_year > 1939", "t.production_year < 2005"],
["cct.kind = 'crew'", "cct.kind = 'complete+verified'", "chn.name = 'Soviet Security Council Member'", "ci.note IN ('(uncredited)', '(Amit''s Mom)', '(as Vandana Waknis)', '(stand-in) (2004)', '(as Sandrine)')", "cn.country_code = '[it]'", "it.info = 'opening weekend'", "it.info = 'interviews'", "k.keyword = 'hot-air-balloon'", "mi.info LIKE '%3%'", "mi.info LIKE '%J%'", "n.gender = 'm'", "n.name LIKE '%W%'", "rt.role = 'actor'", "t.title = 'Octopussy'", "t.production_year > 1916", "t.production_year < 2006"],
["cct.kind = 'crew'", "cct.kind = 'complete+verified'", "chn.name = 'Man on Tour Boat'", "ci.note IN ('(uncredited)', '(as Bill Brown)', '(as Lalette Reder)', '(as Chiu Tsang Hei)', '(as Los Chivos)')", "cn.country_code = '[it]'", "it.info = 'locations'", "it.info = 'quotes'", "k.keyword = 'bond-girl'", "mi.info LIKE '%e%'", "mi.info LIKE '%l%'", "n.gender = 'm'", "n.name LIKE '%o%'", "rt.role = 'actor'", "t.title = 'Octopussy'", "t.production_year > 1897", "t.production_year < 2019"],
["cct.kind = 'cast'", "cct.kind = 'complete+verified'", "chn.name = 'Frisell'", "ci.note IN ('(Glowing Raver)', '(as John Dunn Hill)', '(as Eddie Gigozo)', '(as Pete Gerald)', '(as Lisa Reeves)')", "cn.country_code = '[ch]'", "it.info = 'admissions'", "it.info = 'birth notes'", "k.keyword = 'stoner'", "mi.info LIKE '%)%'", "mi.info LIKE '%e%'", "n.gender = 'm'", "n.name LIKE '%e%'", "rt.role = 'actor'", "t.title = 'Freddy vs. Jason'", "t.production_year > 1960", "t.production_year < 2008"],
["cct.kind = 'cast'", "cct.kind = 'complete+verified'", "chn.name = 'Mr. Kirk'", "ci.note IN ('(segment "Non-Fiction")', '(as Moshik Timor)', '(as Jhoana Tan)', '(as Shmulik Levy)', '(as A. Goltsov)')", "cn.country_code = '[us]'", "it.info = 'quotes'", "it.info = 'height'", "k.keyword = 'gun'", "mi.info LIKE '%S%'", "mi.info LIKE '%M%'", "n.gender = 'm'", "n.name LIKE '%l%'", "rt.role = 'actor'", "t.title = 'Storytelling'", "t.production_year > 1955", "t.production_year < 2014"],
["cct.kind = 'cast'", "cct.kind = 'complete'", "chn.name = 'Max'", "ci.note IN ('(voice) (as Paul Mall)', '(as Elodie Delage)', '(as Irina Gurzo)', '(as Ronaldo Asinas)', '(as Gladys Hermoza)')", "cn.country_code = '[us]'", "it.info = 'LD digital sound'", "it.info = 'nick names'", "k.keyword = 'lifting-someone-into-the-air'", "mi.info LIKE '%l%'", "mi.info LIKE '%o%'", "n.gender = 'm'", "n.name LIKE '%P%'", "rt.role = 'actor'", "t.title = 'Flight of the Navigator'", "t.production_year > 1921", "t.production_year < 2016"],
["cct.kind = 'cast'", "cct.kind = 'complete+verified'", "chn.name = 'Frisell'", "ci.note IN ('(Glowing Raver)', '(as Sleep ''n'' Eat)', '(as Will Hutchens)', '(as Chuck Price)', '(as Jordan Valley)')", "cn.country_code = '[us]'", "it.info = 'crazy credits'", "it.info = 'death notes'", "k.keyword = 'coma'", "mi.info LIKE '%s%'", "mi.info LIKE '%l%'", "n.gender = 'm'", "n.name LIKE '%,%'", "rt.role = 'actor'", "t.title = 'Freddy vs. Jason'", "t.production_year > 1926", "t.production_year < 2016"],
["cct.kind = 'cast'", "cct.kind = 'complete+verified'", "chn.name = 'Frisell'", "ci.note IN ('(Glowing Raver)', '(as K. Cisko)', '(pool player)', '(as Bhama Roger)', '(as Silva Koscina)')", "cn.country_code = '[ch]'", "it.info = 'gross'", "it.info = 'birth notes'", "k.keyword = 'severed-nose'", "mi.info LIKE '%(%'", "mi.info LIKE '%)%'", "n.gender = 'm'", "n.name LIKE '%e%'", "rt.role = 'actor'", "t.title = 'Freddy vs. Jason'", "t.production_year > 1997", "t.production_year < 2012"],
["cct.kind = 'crew'", "cct.kind = 'complete+verified'", "chn.name = 'Soviet Security Council Member'", "ci.note IN ('(uncredited)', '(as Craig Davidson)', '(as Cole Siemers)', '(as Eleonora Ruffo)', '(as [sic])')", "cn.country_code = '[it]'", "it.info = 'weekend gross'", "it.info = 'birth date'", "k.keyword = 'egg'", "mi.info LIKE '%1%'", "mi.info LIKE '%$%'", "n.gender = 'm'", "n.name LIKE '%W%'", "rt.role = 'actor'", "t.title = 'Octopussy'", "t.production_year > 1879", "t.production_year < 1991"],
["cct.kind = 'cast'", "cct.kind = 'complete+verified'", "chn.name = 'Table Extra at Bar'", "ci.note IN ('(uncredited)', '(as Eric Caiden)', '(as Marie Jaoul)', '(as M. Blanche)', '(as TJ Payumo)')", "cn.country_code = '[br]'", "it.info = 'LD laserdisc title'", "it.info = 'birth notes'", "k.keyword = 'lawyer'", "mi.info LIKE '%e%'", "mi.info LIKE '%F%'", "n.gender = 'm'", "n.name LIKE '%G%'", "rt.role = 'actor'", "t.title = 'Cape Fear'", "t.production_year > 1929", "t.production_year < 1968"],
["cct.kind = 'cast'", "cct.kind = 'complete+verified'", "chn.name = 'Frisell'", "ci.note IN ('(Glowing Raver)', '(soap opera)', '(bank examiner)', '(as I Primitives)', '(as G.Bogachyov)')", "cn.country_code = '[us]'", "it.info = 'trivia'", "it.info = 'birth notes'", "k.keyword = 'shared-dream'", "mi.info LIKE '%r%'", "mi.info LIKE '%r%'", "n.gender = 'm'", "n.name LIKE '%e%'", "rt.role = 'actor'", "t.title = 'Freddy vs. Jason'", "t.production_year > 1958", "t.production_year < 2005"],
["cct.kind = 'crew'", "cct.kind = 'complete+verified'", "chn.name = 'Soviet Security Council Member'", "ci.note IN ('(uncredited)', '(poem "Alles!")', '(as Eugen Verenin)', '(as Luci Anne)', '(as Conchita Soler)')", "cn.country_code = '[it]'", "it.info = 'gross'", "it.info = 'birth notes'", "k.keyword = 'exiled-prince'", "mi.info LIKE '%$%'", "mi.info LIKE '%)%'", "n.gender = 'm'", "n.name LIKE '%s%'", "rt.role = 'actor'", "t.title = 'Octopussy'", "t.production_year > 1975", "t.production_year < 1997"],
["cct.kind = 'cast'", "cct.kind = 'complete+verified'", "chn.name = 'Table Extra at Bar'", "ci.note IN ('(uncredited)', '(as A.Kashperov)', '(as Anirbaan)', '(as Jim Roberson)', '(1996-2004)')", "cn.country_code = '[de]'", "it.info = 'LD digital sound'", "it.info = 'birth notes'", "k.keyword = 'veterinarian'", "mi.info LIKE '%o%'", "mi.info LIKE '%n%'", "n.gender = 'm'", "n.name LIKE '%n%'", "rt.role = 'actor'", "t.title = 'Cape Fear'", "t.production_year > 1961", "t.production_year < 2002"],
["cct.kind = 'crew'", "cct.kind = 'complete+verified'", "chn.name = 'Man on Tour Boat'", "ci.note IN ('(uncredited)', '(as HÃ©nia Ziv)', '(as Tracy Donovan)', '(cocinera)', '(as Kunio Kobayasy)')", "cn.country_code = '[au]'", "it.info = 'certificates'", "it.info = 'trivia'", "k.keyword = 'bond-girl'", "mi.info LIKE '%u%'", "mi.info LIKE '%1%'", "n.gender = 'm'", "n.name LIKE '%a%'", "rt.role = 'actor'", "t.title = 'Octopussy'", "t.production_year > 1957", "t.production_year < 1993"],
["cct.kind = 'crew'", "cct.kind = 'complete+verified'", "chn.name = 'Soviet Security Council Member'", "ci.note IN ('(uncredited)', '(as Doni Blass)', '(as Tim Graeham)', '(publicity notes)', '(as LuÃ­s Igreja)')", "cn.country_code = '[it]'", "it.info = 'goofs'", "it.info = 'birth date'", "k.keyword = 'octopus'", "mi.info LIKE '%f%'", "mi.info LIKE '%t%'", "n.gender = 'm'", "n.name LIKE '%a%'", "rt.role = 'actor'", "t.title = 'Octopussy'", "t.production_year > 1916", "t.production_year < 1989"],
["cct.kind = 'cast'", "cct.kind = 'complete+verified'", "chn.name = 'Frisell'", "ci.note IN ('(Glowing Raver)', '(as Emir DupeyrÃ³n)', '(start-up producer)', '(as Marques Filho)', '(as Algis Masiulis)')", "cn.country_code = '[nl]'", "it.info = 'certificates'", "it.info = 'death notes'", "k.keyword = 'severed-head'", "mi.info LIKE '%:%'", "mi.info LIKE '%1%'", "n.gender = 'm'", "n.name LIKE '%n%'", "rt.role = 'actor'", "t.title = 'Freddy vs. Jason'", "t.production_year > 1997", "t.production_year < 2004"],
["cct.kind = 'cast'", "cct.kind = 'complete+verified'", "chn.name = 'Frisell'", "ci.note IN ('(Glowing Raver)', '(as Lawrence Young)', '(as Berhard DÃ¼be)', '(deer supplier)', '(greedy housewife)')", "cn.country_code = '[us]'", "it.info = 'goofs'", "it.info = 'death notes'", "k.keyword = 'high-school-student'", "mi.info LIKE '%g%'", "mi.info LIKE '%s%'", "n.gender = 'm'", "n.name LIKE '%G%'", "rt.role = 'actor'", "t.title = 'Freddy vs. Jason'", "t.production_year > 1979", "t.production_year < 2005"],
["cct.kind = 'cast'", "cct.kind = 'complete+verified'", "chn.name = 'Frisell'", "ci.note IN ('(Glowing Raver)', '(as Catalin Notaru)', '(as W.J. Lake)', '(Bouchard)', '(as V. Vanin)')", "cn.country_code = '[nl]'", "it.info = 'trivia'", "it.info = 'birth notes'", "k.keyword = 'electrocution'", "mi.info LIKE '%t%'", "mi.info LIKE '%q%'", "n.gender = 'm'", "n.name LIKE '%r%'", "rt.role = 'actor'", "t.title = 'Freddy vs. Jason'", "t.production_year > 1957", "t.production_year < 2016"],
["cct.kind = 'cast'", "cct.kind = 'complete+verified'", "chn.name = 'Frisell'", "ci.note IN ('(Glowing Raver)', '(commentator)', '(as Geoff Golden)', '(as DJ Tony Soul)', '(as Alvira Corona)')", "cn.country_code = '[de]'", "it.info = 'color info'", "it.info = 'birth notes'", "k.keyword = 'severed-nose'", "mi.info LIKE '%l%'", "mi.info LIKE '%o%'", "n.gender = 'm'", "n.name LIKE '%l%'", "rt.role = 'actor'", "t.title = 'Freddy vs. Jason'", "t.production_year > 1964", "t.production_year < 2020"],
["cct.kind = 'crew'", "cct.kind = 'complete+verified'", "chn.name = 'Man on Tour Boat'", "ci.note IN ('(uncredited)', '(as Jorge Torres)', '(publicist: CBC)', '(as Prof. Metzl)', '(product supporter)')", "cn.country_code = '[au]'", "it.info = 'goofs'", "it.info = 'birth notes'", "k.keyword = '1980s'", "mi.info LIKE '%i%'", "mi.info LIKE '%t%'", "n.gender = 'm'", "n.name LIKE '%i%'", "rt.role = 'actor'", "t.title = 'Octopussy'", "t.production_year > 1901", "t.production_year < 1990"],
["cct.kind = 'cast'", "cct.kind = 'complete+verified'", "chn.name = 'Frisell'", "ci.note IN ('(Glowing Raver)', '(as Adam Bauman)', '(as Abbie Mitchell)', '(as Caroline Joyce)', '(as ''Picoro'')')", "cn.country_code = '[de]'", "it.info = 'crazy credits'", "it.info = 'birth date'", "k.keyword = 'two-killers'", "mi.info LIKE '%p%'", "mi.info LIKE '%t%'", "n.gender = 'm'", "n.name LIKE '%l%'", "rt.role = 'actor'", "t.title = 'Freddy vs. Jason'", "t.production_year > 1971", "t.production_year < 2008"],
["cct.kind = 'cast'", "cct.kind = 'complete+verified'", "chn.name = 'Frisell'", "ci.note IN ('(Glowing Raver)', '(as Gov. Tim Kaine)', '(as Clerget)', '(as Phil Carey)', '(as Jimmie Kelly)')", "cn.country_code = '[nl]'", "it.info = 'certificates'", "it.info = 'death notes'", "k.keyword = 'skinny-dipping'", "mi.info LIKE '%e%'", "mi.info LIKE '%1%'", "n.gender = 'm'", "n.name LIKE '%e%'", "rt.role = 'actor'", "t.title = 'Freddy vs. Jason'", "t.production_year > 1969", "t.production_year < 2009"],
["cct.kind = 'cast'", "cct.kind = 'complete'", "chn.name = 'Max'", "ci.note IN ('(voice) (as Paul Mall)', '(as Cusee Mankuma)', '(as Careena)', '(as Elxan Qasimov)', '(as Elliot London)')", "cn.country_code = '[us]'", "it.info = 'LD production country'", "it.info = 'trivia'", "k.keyword = 'convoy'", "mi.info LIKE '%S%'", "mi.info LIKE '%S%'", "n.gender = 'm'", "n.name LIKE '%P%'", "rt.role = 'actor'", "t.title = 'Flight of the Navigator'", "t.production_year > 1962", "t.production_year < 1989"],
["cct.kind = 'crew'", "cct.kind = 'complete+verified'", "chn.name = 'Soviet Security Council Member'", "ci.note IN ('(uncredited)', '(as Cliff Thompson)', '(as Johny Nirmal)', '(as Rodger M''bala)', '(as Prodigy)')", "cn.country_code = '[it]'", "it.info = 'certificates'", "it.info = 'other works'", "k.keyword = 'chase-on-train-roof'", "mi.info LIKE '%a%'", "mi.info LIKE '%P%'", "n.gender = 'm'", "n.name LIKE '%e%'", "rt.role = 'actor'", "t.title = 'Octopussy'", "t.production_year > 1975", "t.production_year < 2010"],
["cct.kind = 'crew'", "cct.kind = 'complete+verified'", "chn.name = 'Man on Tour Boat'", "ci.note IN ('(uncredited)', '(intern)', '(as Daniel Neil)', '(as Kay ChaquÃ©)', '(legal assistance)')", "cn.country_code = '[it]'", "it.info = 'weekend gross'", "it.info = 'quotes'", "k.keyword = 'iron-curtain'", "mi.info LIKE '%0%'", "mi.info LIKE '%1%'", "n.gender = 'm'", "n.name LIKE '%i%'", "rt.role = 'actor'", "t.title = 'Octopussy'", "t.production_year > 1953", "t.production_year < 2007"],
["cct.kind = 'cast'", "cct.kind = 'complete+verified'", "chn.name = 'Mr. Kirk'", "ci.note IN ('(segment "Non-Fiction")', '(as Marolo Batista)', '(as David Armin)', '(as John Chandler)', '(logo sculpture)')", "cn.country_code = '[us]'", "it.info = 'quotes'", "it.info = 'mini biography'", "k.keyword = 'murder'", "mi.info LIKE '%o%'", "mi.info LIKE '%i%'", "n.gender = 'm'", "n.name LIKE '%e%'", "rt.role = 'actor'", "t.title = 'Storytelling'", "t.production_year > 1926", "t.production_year < 2009"],
["cct.kind = 'crew'", "cct.kind = 'complete+verified'", "chn.name = 'Man on Tour Boat'", "ci.note IN ('(uncredited)', '(as Meri-De)', '(as Lou Mei)', '(as Dr. Mark Levy)', '(as D. Dell)')", "cn.country_code = '[it]'", "it.info = 'weekend gross'", "it.info = 'where now'", "k.keyword = 'martial-arts'", "mi.info LIKE '%7%'", "mi.info LIKE '%3%'", "n.gender = 'm'", "n.name LIKE '%n%'", "rt.role = 'actor'", "t.title = 'Octopussy'", "t.production_year > 1894", "t.production_year < 1997"],
["cct.kind = 'crew'", "cct.kind = 'complete+verified'", "chn.name = 'Man on Tour Boat'", "ci.note IN ('(uncredited)', '(Tenor Sax)', '(as Jean Daumery)', '(booth)', '(as Frank Boggs)')", "cn.country_code = '[au]'", "it.info = 'locations'", "it.info = 'where now'", "k.keyword = 'blockbuster'", "mi.info LIKE '%l%'", "mi.info LIKE '%e%'", "n.gender = 'm'", "n.name LIKE '%l%'", "rt.role = 'actor'", "t.title = 'Octopussy'", "t.production_year > 1958", "t.production_year < 2005"],
["cct.kind = 'cast'", "cct.kind = 'complete+verified'", "chn.name = 'Frisell'", "ci.note IN ('(Glowing Raver)', '(as Nick Angel)', '(as Gainsbourg)', '(day 7)', '(as Gao Shan)')", "cn.country_code = '[us]'", "it.info = 'trivia'", "it.info = 'death date'", "k.keyword = 'pool-of-blood'", "mi.info LIKE '%e%'", "mi.info LIKE '%v%'", "n.gender = 'm'", "n.name LIKE '%l%'", "rt.role = 'actor'", "t.title = 'Freddy vs. Jason'", "t.production_year > 1920", "t.production_year < 2011"],
["cct.kind = 'cast'", "cct.kind = 'complete+verified'", "chn.name = 'Frisell'", "ci.note IN ('(Glowing Raver)', '(as Randy Wicker)', '(as Chiang Han)', '(as Andria Savio)', '(as James Macaulay)')", "cn.country_code = '[nl]'", "it.info = 'gross'", "it.info = 'death notes'", "k.keyword = 'pool-of-blood'", "mi.info LIKE '%7%'", "mi.info LIKE '%3%'", "n.gender = 'm'", "n.name LIKE '%x%'", "rt.role = 'actor'", "t.title = 'Freddy vs. Jason'", "t.production_year > 1957", "t.production_year < 2008"],
["cct.kind = 'cast'", "cct.kind = 'complete+verified'", "chn.name = 'Sailor'", "ci.note IN ('(uncredited)', '(assistant: author)', '(as Raphaele Godin)', '(as Danny Evans)', '(as Ksandra)')", "cn.country_code = '[us]'", "it.info = 'LD laserdisc title'", "it.info = 'spouse'", "k.keyword = 'united-states-navy'", "mi.info LIKE '%e%'", "mi.info LIKE '%e%'", "n.gender = 'm'", "n.name LIKE '%s%'", "rt.role = 'actor'", "t.title = 'The Caine Mutiny'", "t.production_year > 1880", "t.production_year < 2019"],
["cct.kind = 'cast'", "cct.kind = 'complete+verified'", "chn.name = 'Frisell'", "ci.note IN ('(Glowing Raver)', '(as Red Dog Webber)', '(Mystery Piano)', '(as Tim Sprenger)', '(as V. Ovcharov)')", "cn.country_code = '[nl]'", "it.info = 'weekend gross'", "it.info = 'birth notes'", "k.keyword = 'medication'", "mi.info LIKE '%p%'", "mi.info LIKE '%3%'", "n.gender = 'm'", "n.name LIKE '%e%'", "rt.role = 'actor'", "t.title = 'Freddy vs. Jason'", "t.production_year > 1979", "t.production_year < 2015"],
["cct.kind = 'cast'", "cct.kind = 'complete+verified'", "chn.name = 'Frisell'", "ci.note IN ('(Glowing Raver)', '(as Lynn Benesch)', '(as Maiki)', '(as Leslie Yaor)', '(first wife)')", "cn.country_code = '[nl]'", "it.info = 'trivia'", "it.info = 'death notes'", "k.keyword = 'severed-head'", "mi.info LIKE '%d%'", "mi.info LIKE '%E%'", "n.gender = 'm'", "n.name LIKE '%e%'", "rt.role = 'actor'", "t.title = 'Freddy vs. Jason'", "t.production_year > 1926", "t.production_year < 2008"],
["cct.kind = 'crew'", "cct.kind = 'complete+verified'", "chn.name = 'Man on Tour Boat'", "ci.note IN ('(uncredited)', '(as Jack Sunseri)', '(as James Gaynes)', '(dive safety)', '(as Ely McWhite)')", "cn.country_code = '[it]'", "it.info = 'goofs'", "it.info = 'birth name'", "k.keyword = 'plane-crash'", "mi.info LIKE '%c%'", "mi.info LIKE '%y%'", "n.gender = 'm'", "n.name LIKE '%l%'", "rt.role = 'actor'", "t.title = 'Octopussy'", "t.production_year > 1913", "t.production_year < 2000"],
