["cct.kind = 'cast'", "cct.kind LIKE '%e%'", "chn.name NOT LIKE '%D%'", "chn.name LIKE '%a%'", "chn.name LIKE '%v%'", "k.keyword IN ('post-world-war-one', 'poisoned-food', 'fake-funeral', 'full-moon', 'marathon')", "kt.kind = 'movie'", "t.production_year > 1924"],
["cct.kind = 'cast'", "cct.kind LIKE '%e%'", "chn.name NOT LIKE '%o%'", "chn.name LIKE '%o%'", "chn.name LIKE '%n%'", "k.keyword IN ('hispanic', 'barking', 'stuffed-toy-rabbit', 'vampire-bar', 'faculty-lounge')", "kt.kind = 'movie'", "t.production_year > 1980"],
["cct.kind = 'cast'", "cct.kind LIKE '%m%'", "chn.name NOT LIKE '%H%'", "chn.name LIKE '%e%'", "chn.name LIKE '%i%'", "k.keyword IN ('drug-humor', 'public-authority', 'chemical-pollution', 'damaged-airplane', 'indian-movie')", "kt.kind = 'movie'", "t.production_year > 1980"],
["cct.kind = 'cast'", "cct.kind LIKE '%o%'", "chn.name NOT LIKE '%n%'", "chn.name LIKE '%n%'", "chn.name LIKE '%d%'", "k.keyword IN ('rifle', 'orthodox', 'bull-slaughter', 'badger', 'foot-job')", "kt.kind = 'movie'", "t.production_year > 1960"],
["cct.kind = 'cast'", "cct.kind LIKE '%r%'", "chn.name NOT LIKE '%o%'", "chn.name LIKE '%P%'", "chn.name LIKE '%o%'", "k.keyword IN ('south-pole', 'morning-star', 'jacob', 'paraplegic', 'rabbit-stew')", "kt.kind = 'movie'", "t.production_year > 1943"],
["cct.kind = 'cast'", "cct.kind LIKE '%l%'", "chn.name NOT LIKE '%e%'", "chn.name LIKE '%d%'", "chn.name LIKE '%r%'", "k.keyword IN ('film-making', 'reproach', 'under-ice', 'falling-off-a-dock', 'striker')", "kt.kind = 'movie'", "t.production_year > 1976"],
["cct.kind = 'cast'", "cct.kind LIKE '%+%'", "chn.name NOT LIKE '%w%'", "chn.name LIKE '%B%'", "chn.name LIKE '%t%'", "k.keyword IN ('close-up-of-breasts', 'sharia-law', 'aclu', 'the-film-factory', 'smiley-face')", "kt.kind = 'movie'", "t.production_year > 1976"],
["cct.kind = 'crew'", "cct.kind LIKE '%o%'", "chn.name NOT LIKE '%p%'", "chn.name LIKE '%y%'", "chn.name LIKE '%l%'", "k.keyword IN ('brother-sister-relationship', 'mariticide', 'cornbread', 'exhibitionism', 'iconoclast')", "kt.kind = 'movie'", "t.production_year > 1936"],
["cct.kind = 'cast'", "cct.kind LIKE '%e%'", "chn.name NOT LIKE '%n%'", "chn.name LIKE '%e%'", "chn.name LIKE '%n%'", "k.keyword IN ('anti-war', 'raf-pilot', 'final-battle', 'ambassador', 'jungle-gym')", "kt.kind = 'movie'", "t.production_year > 1980"],
["cct.kind = 'crew'", "cct.kind LIKE '%m%'", "chn.name NOT LIKE '%a%'", "chn.name LIKE '%g%'", "chn.name LIKE '%a%'", "k.keyword IN ('coconut-grove', 'best-friend', 'license-number', 'snow-day', 'suicide-by-stabbing')", "kt.kind = 'movie'", "t.production_year > 1939"],
["cct.kind = 'cast'", "cct.kind LIKE '%m%'", "chn.name NOT LIKE '%e%'", "chn.name LIKE '%o%'", "chn.name LIKE '%m%'", "k.keyword IN ('times-square-manhattan-new-york-city', 'axe-in-chest', 'frost', 'tilonorrinco', 'saint-dismas')", "kt.kind = 'movie'", "t.production_year > 1942"],
["cct.kind = 'cast'", "cct.kind LIKE '%l%'", "chn.name NOT LIKE '%''%'", "chn.name LIKE '%e%'", "chn.name LIKE '%a%'", "k.keyword IN ('saloon', 'rice-growing', 'real-estate-deal', 'flash-animation', 'bronc-riding')", "kt.kind = 'movie'", "t.production_year > 1989"],
["cct.kind = 'crew'", "cct.kind LIKE '%t%'", "chn.name NOT LIKE '%i%'", "chn.name LIKE '%T%'", "chn.name LIKE '%m%'", "k.keyword IN ('based-on-true-story', 'tribute', 'chrysanthemum', 'ice-floe', 'award')", "kt.kind = 'episode'", "t.production_year > 1984"],
["cct.kind = 'cast'", "cct.kind LIKE '%p%'", "chn.name NOT LIKE '%e%'", "chn.name LIKE '%d%'", "chn.name LIKE '%e%'", "k.keyword IN ('movie-set', 'sword-wound', 'electoral', 'wish-on-a-star', 'bogey')", "kt.kind = 'movie'", "t.production_year > 1976"],
["cct.kind = 'cast'", "cct.kind LIKE '%l%'", "chn.name NOT LIKE '%g%'", "chn.name LIKE '%g%'", "chn.name LIKE '%T%'", "k.keyword IN ('freedom', 'north-pole', 'great-depression', 'assembly', 'johnson')", "kt.kind = 'movie'", "t.production_year > 1967"],
["cct.kind = 'cast'", "cct.kind LIKE '%p%'", "chn.name NOT LIKE '%s%'", "chn.name LIKE '%e%'", "chn.name LIKE '%p%'", "k.keyword IN ('independent-film', 'cold-soul', 'salvation-army', 'hit-with-a-ski', 'money-roll')", "kt.kind = 'movie'", "t.production_year > 2003"],
["cct.kind = 'cast'", "cct.kind LIKE '%e%'", "chn.name NOT LIKE '%a%'", "chn.name LIKE '%C%'", "chn.name LIKE '%d%'", "k.keyword IN ('rape', 'hot-air-balloon', 'christian-teen', 'sex-video', 'missouri-river')", "kt.kind = 'movie'", "t.production_year > 1960"],
["cct.kind = 'crew'", "cct.kind LIKE '%m%'", "chn.name NOT LIKE '%-%'", "chn.name LIKE '%P%'", "chn.name LIKE '%P%'", "k.keyword IN ('hospital', 'sodomy-crime', 'liquor-cabinet', 'arab-woman', 'seismic-wave')", "kt.kind = 'movie'", "t.production_year > 1932"],
["cct.kind = 'cast'", "cct.kind LIKE '%e%'", "chn.name NOT LIKE '%r%'", "chn.name LIKE '%r%'", "chn.name LIKE '%s%'", "k.keyword IN ('grass', 'martial-art', 'u.s.-patent-office', 'accidental-incest', 'queen-of-spain')", "kt.kind = 'movie'", "t.production_year > 1980"],
["cct.kind = 'cast'", "cct.kind LIKE '%t%'", "chn.name NOT LIKE '%o%'", "chn.name LIKE '%w%'", "chn.name LIKE '%L%'", "k.keyword IN ('movie-producer', 'wrong-suspect', 'dragon-lady', 'seine-river', 'hot-guys')", "kt.kind = 'movie'", "t.production_year > 1943"],
["cct.kind = 'crew'", "cct.kind LIKE '%o%'", "chn.name NOT LIKE '%d%'", "chn.name LIKE '%n%'", "chn.name LIKE '%d%'", "k.keyword IN ('paris-france', 'antibes', 'north-london', 'evanston-illinois', 'brigand')", "kt.kind = 'movie'", "t.production_year > 1959"],
["cct.kind = 'crew'", "cct.kind LIKE '%i%'", "chn.name NOT LIKE '%n%'", "chn.name LIKE '%n%'", "chn.name LIKE '%i%'", "k.keyword IN ('boxing', 'secret-trapdoor', 'helicopter', 'inchon', 'temple-ruins')", "kt.kind = 'movie'", "t.production_year > 1942"]
