["cct.kind = 'complete'", "cn.country_code = '[au]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%r%'", "mi.info LIKE '%h%'", "mi.info LIKE '%1%'", "t.production_year > 1999"],
["cct.kind = 'complete'", "cn.country_code = '[jp]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%DVD%'", "mi.info LIKE '%U%'", "mi.info LIKE '%U%'", "t.production_year > 1999"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%A%'", "mi.info LIKE '%U%'", "mi.info LIKE '%imaginary%'", "t.production_year > 2006"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%u%'", "mi.info LIKE '%o%'", "mi.info LIKE '%U%'", "t.production_year > 1995"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%premiere%'", "mi.info LIKE '%o%'", "mi.info LIKE '%l%'", "t.production_year > 2000"],
["cct.kind = 'complete'", "cn.country_code = '[de]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%D%'", "mi.info LIKE '%o%'", "mi.info LIKE '%n%'", "t.production_year > 2005"],
["cct.kind = 'complete+verified'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%o%'", "mi.info LIKE '%t%'", "mi.info LIKE '%u%'", "t.production_year > 1995"],
["cct.kind = 'complete'", "cn.country_code = '[dk]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%DVD%'", "mi.info LIKE '%l%'", "mi.info LIKE '%u%'", "t.production_year > 2005"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%premiere%'", "mi.info LIKE '%A%'", "mi.info LIKE '%S%'", "t.production_year > 1995"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%A%'", "mi.info LIKE '%USA%'", "mi.info LIKE '%S%'", "t.production_year > 2004"],
["cct.kind = 'complete+verified'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%premiere%'", "mi.info LIKE '%A%'", "mi.info LIKE '%U%'", "t.production_year > 1998"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%u%'", "mi.info LIKE '%a%'", "mi.info LIKE '%n%'", "t.production_year > 1982"],
["cct.kind = 'complete+verified'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%r%'", "mi.info LIKE '%o%'", "mi.info LIKE '%o%'", "t.production_year > 1994"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%A%'", "mi.info LIKE '%l%'", "mi.info LIKE '%Vampire%'", "t.production_year > 1978"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%premiere%'", "mi.info LIKE '%for%'", "mi.info LIKE '%d%'", "t.production_year > 1997"],
["cct.kind = 'complete+verified'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%r%'", "mi.info LIKE '%Santa%'", "mi.info LIKE '%u%'", "t.production_year > 2006"],
["cct.kind = 'complete+verified'", "cn.country_code = '[ca]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%premiere%'", "mi.info LIKE '%overwhelming%'", "mi.info LIKE '%A%'", "t.production_year > 2001"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%DVD%'", "mi.info LIKE '%C%'", "mi.info LIKE '%USA%'", "t.production_year > 2005"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%e%'", "mi.info LIKE '%h%'", "mi.info LIKE '%S%'", "t.production_year > 1996"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%DVD%'", "mi.info LIKE '%2005%'", "mi.info LIKE '%r%'", "t.production_year > 1978"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%premiere%'", "mi.info LIKE '%A%'", "mi.info LIKE '%r%'", "t.production_year > 2008"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%Ã%'", "mi.info LIKE '%A%'", "mi.info LIKE '%d%'", "t.production_year > 2005"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%DVD%'", "mi.info LIKE '%h%'", "mi.info LIKE '%t%'", "t.production_year > 1994"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%o%'", "mi.info LIKE '%t%'", "mi.info LIKE '%C%'", "t.production_year > 2006"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%Film%'", "mi.info LIKE '%A%'", "mi.info LIKE '%t%'", "t.production_year > 1997"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%u%'", "mi.info LIKE '%U%'", "mi.info LIKE '%t%'", "t.production_year > 2003"],
["cct.kind = 'complete+verified'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%premiere%'", "mi.info LIKE '%o%'", "mi.info LIKE '%u%'", "t.production_year > 2002"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%A%'", "mi.info LIKE '%o%'", "mi.info LIKE '%u%'", "t.production_year > 1999"],
["cct.kind = 'complete+verified'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%premiere%'", "mi.info LIKE '%i%'", "mi.info LIKE '%o%'", "t.production_year > 2003"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%A%'", "mi.info LIKE '%S%'", "mi.info LIKE '%l%'", "t.production_year > 2005"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%2%'", "mi.info LIKE '%t%'", "mi.info LIKE '%u%'", "t.production_year > 2006"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%premiere%'", "mi.info LIKE '%l%'", "mi.info LIKE '%deals%'", "t.production_year > 2007"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%premiere%'", "mi.info LIKE '%U%'", "mi.info LIKE '%l%'", "t.production_year > 1998"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%A%'", "mi.info LIKE '%u%'", "mi.info LIKE '%S%'", "t.production_year > 1995"],
["cct.kind = 'complete+verified'", "cn.country_code = '[br]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%TV%'", "mi.info LIKE '%A%'", "mi.info LIKE '%USA%'", "t.production_year > 2002"],
["cct.kind = 'complete+verified'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%DVD%'", "mi.info LIKE '%USA%'", "mi.info LIKE '%t%'", "t.production_year > 1998"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%t%'", "mi.info LIKE '%o%'", "mi.info LIKE '%U%'", "t.production_year > 2010"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%premiere%'", "mi.info LIKE '%m%'", "mi.info LIKE '%u%'", "t.production_year > 2004"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%DVD%'", "mi.info LIKE '%A%'", "mi.info LIKE '%t%'", "t.production_year > 2003"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%o%'", "mi.info LIKE '%Goof%'", "mi.info LIKE '%r%'", "t.production_year > 2004"],
["cct.kind = 'complete+verified'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('video movie', 'video movie', 'video movie', 'video movie', 'video movie')", "mi.note LIKE '%video%'", "mi.info LIKE '%o%'", "mi.info LIKE '%S%'", "t.production_year > 1982"]
