["cct.kind = 'crew'", "cct.kind LIKE '%+%'", "chn.name NOT LIKE '%c%'", "chn.name LIKE '%e%'", "chn.name LIKE '%a%'", "k.keyword IN ('cornfield', 'brimstone', 'cha-cha', 'stick-up', 'arrested-at-airport')", "kt.kind = 'movie'", "t.production_year > 1988"],
["cct.kind = 'cast'", "cct.kind LIKE '%d%'", "chn.name NOT LIKE '%t%'", "chn.name LIKE '%a%'", "chn.name LIKE '%u%'", "k.keyword IN ('catholic-church', 'tobacco-box', 'court-system', 'man-versus-horse', 'nephew')", "kt.kind = 'movie'", "t.production_year > 1964"],
["cct.kind = 'cast'", "cct.kind LIKE '%c%'", "chn.name NOT LIKE '%r%'", "chn.name LIKE '%S%'", "chn.name LIKE '%h%'", "k.keyword IN ('plastic-surgery', 'pride', 'animal-dissection', 'treadmill', 'washing-hands')", "kt.kind = 'movie'", "t.production_year > 1990"],
["cct.kind = 'cast'", "cct.kind LIKE '%o%'", "chn.name NOT LIKE '%e%'", "chn.name LIKE '%e%'", "chn.name LIKE '%a%'", "k.keyword IN ('ancient-rome', 'jump-cut', 'daquiri', 'gun-with-safety-on', 'peking-buddha')", "kt.kind = 'tv movie'", "t.production_year > 1980"],
["cct.kind = 'cast'", "cct.kind LIKE '%t%'", "chn.name NOT LIKE '%i%'", "chn.name LIKE '%l%'", "chn.name LIKE '%i%'", "k.keyword IN ('scuba-diving', 'handout', 'leonard-cohen', 'julesburg-colorado', 'picture')", "kt.kind = 'movie'", "t.production_year > 1986"],
["cct.kind = 'crew'", "cct.kind LIKE '%o%'", "chn.name NOT LIKE '%a%'", "chn.name LIKE '%t%'", "chn.name LIKE '%i%'", "k.keyword IN ('sequel', 'direct-animation', 'alma-mahler', 'silly-walk', 'chloroform')", "kt.kind = 'movie'", "t.production_year > 1978"],
["cct.kind = 'cast'", "cct.kind LIKE '%m%'", "chn.name NOT LIKE '%V%'", "chn.name LIKE '%e%'", "chn.name LIKE '%l%'", "k.keyword IN ('torch', 'take-over-earth', 'loss-of-parents', 'northerner', 'cracked-mirror')", "kt.kind = 'movie'", "t.production_year > 1986"],
["cct.kind = 'crew'", "cct.kind LIKE '%l%'", "chn.name NOT LIKE '%G%'", "chn.name LIKE '%o%'", "chn.name LIKE '%n%'", "k.keyword IN ('opening-action-scene', 'sex-in-an-elevator', 'puta', 'session', 'grabbed-from-behind')", "kt.kind = 'movie'", "t.production_year > 1980"],
["cct.kind = 'cast'", "cct.kind LIKE '%l%'", "chn.name NOT LIKE '%a%'", "chn.name LIKE '%g%'", "chn.name LIKE '%L%'", "k.keyword IN ('holiday', 'nudie-cutie', 'gravitational-pull', 'assistance', 'jujitsu')", "kt.kind = 'movie'", "t.production_year > 1961"],
["cct.kind = 'crew'", "cct.kind LIKE '%i%'", "chn.name NOT LIKE '%k%'", "chn.name LIKE '%i%'", "chn.name LIKE '%P%'", "k.keyword IN ('ninja', 'french-nationalist', 'suspected-murder', 'political-cover-up', 'confusion')", "kt.kind = 'movie'", "t.production_year > 1988"],
["cct.kind = 'cast'", "cct.kind LIKE '%e%'", "chn.name NOT LIKE '%.%'", "chn.name LIKE '%d%'", "chn.name LIKE '%a%'", "k.keyword IN ('high-school', 'distant-relative', 'nebraskan', 'ike', 'citroen')", "kt.kind = 'tv series'", "t.production_year > 1989"],
["cct.kind = 'cast'", "cct.kind LIKE '%r%'", "chn.name NOT LIKE '%u%'", "chn.name LIKE '%e%'", "chn.name LIKE '%P%'", "k.keyword IN ('folk-dance', 'pagan-ritual', 'losing-one''s-hair', 'wailing-wall', 'volunteer-nurse')", "kt.kind = 'movie'", "t.production_year > 1964"],
["cct.kind = 'cast'", "cct.kind LIKE '%e%'", "chn.name NOT LIKE '%3%'", "chn.name LIKE '%i%'", "chn.name LIKE '%t%'", "k.keyword IN ('anti-hero', 'rock-band-reference', 'th̢̩tre-graslin', 'bar-exam', 'falconer')", "kt.kind = 'movie'", "t.production_year > 1990"],
["cct.kind = 'cast'", "cct.kind LIKE '%m%'", "chn.name NOT LIKE '%r%'", "chn.name LIKE '%a%'", "chn.name LIKE '%u%'", "k.keyword IN ('bicycle', 'fall-of-communism', 'glam', 'cash', 'buried-treasure')", "kt.kind = 'tv series'", "t.production_year > 1989"],
["cct.kind = 'cast'", "cct.kind LIKE '%e%'", "chn.name NOT LIKE '%h%'", "chn.name LIKE '%l%'", "chn.name LIKE '%e%'", "k.keyword IN ('hula-dance', 'concert-tour', 'french-villa', 'puppeteer', 'alert')", "kt.kind = 'movie'", "t.production_year > 1986"],
["cct.kind = 'cast'", "cct.kind LIKE '%p%'", "chn.name NOT LIKE '%e%'", "chn.name LIKE '%u%'", "chn.name LIKE '%D%'", "k.keyword IN ('kissing-while-having-sex', 'tv-broadcast', 'pantaloon', 'ural-mountains', 'dockyard')", "kt.kind = 'movie'", "t.production_year > 1971"],
["cct.kind = 'cast'", "cct.kind LIKE '%e%'", "chn.name NOT LIKE '%S%'", "chn.name LIKE '%S%'", "chn.name LIKE '%d%'", "k.keyword IN ('ambulance', 'police-doctor', 'corpse-in-coffin', 'nsa-agent', 'curio-shop')", "kt.kind = 'movie'", "t.production_year > 1990"],
["cct.kind = 'crew'", "cct.kind LIKE '%e%'", "chn.name NOT LIKE '%n%'", "chn.name LIKE '%o%'", "chn.name LIKE '%n%'", "k.keyword IN ('railway', 'norman-mailer', 'debut', 'suffocated-to-death', 'alien-parasite')", "kt.kind = 'movie'", "t.production_year > 1990"],
["cct.kind = 'cast'", "cct.kind LIKE '%e%'", "chn.name NOT LIKE '%J%'", "chn.name LIKE '%y%'", "chn.name LIKE '%J%'", "k.keyword IN ('childhood-memory', 'on-the-take', 'iris-shot', 'catholic-hospital', 'news-magazine')", "kt.kind = 'tv series'", "t.production_year > 1989"],
["cct.kind = 'cast'", "cct.kind LIKE '%e%'", "chn.name NOT LIKE '%D%'", "chn.name LIKE '%D%'", "chn.name LIKE '%p%'", "k.keyword IN ('villain-played-by-lead-actor', 'mortal-wound', 'datebook', 'gemini-capsule', 'golden-harp')", "kt.kind = 'movie'", "t.production_year > 1971"],
["cct.kind = 'crew'", "cct.kind LIKE '%c%'", "chn.name NOT LIKE '%e%'", "chn.name LIKE '%a%'", "chn.name LIKE '%l%'", "k.keyword IN ('hockey', 'killing-one''s-lover', 'boy-and-girl', 'insignia', 'murder-spree')", "kt.kind = 'movie'", "t.production_year > 1980"],
["cct.kind = 'crew'", "cct.kind LIKE '%r%'", "chn.name NOT LIKE '%e%'", "chn.name LIKE '%e%'", "chn.name LIKE '%G%'", "k.keyword IN ('oceanographer', 'frances-farmer', 'class-warfare', 'ode', 'photo-booth')", "kt.kind = 'movie'", "t.production_year > 1980"],
["cct.kind = 'crew'", "cct.kind LIKE '%e%'", "chn.name NOT LIKE '%k%'", "chn.name LIKE '%r%'", "chn.name LIKE '%e%'", "k.keyword IN ('cheating', 'power-glove', 'french-director', 'training-exercise', 'three-way-kiss')", "kt.kind = 'movie'", "t.production_year > 1988"],
["cct.kind = 'cast'", "cct.kind LIKE '%e%'", "chn.name NOT LIKE '%u%'", "chn.name LIKE '%y%'", "chn.name LIKE '%e%'", "k.keyword IN ('opening-action-scene', 'hellraiser', 'commuter-train', 'group-analysis', 'sex-slavery')", "kt.kind = 'movie'", "t.production_year > 1971"],
["cct.kind = 'crew'", "cct.kind LIKE '%t%'", "chn.name NOT LIKE '%r%'", "chn.name LIKE '%i%'", "chn.name LIKE '%p%'", "k.keyword IN ('laughing-gas', 'death-warrant', 'sweeping-a-floor', 'arctic-wolf', 'olympic-torch')", "kt.kind = 'movie'", "t.production_year > 1974"],
["cct.kind = 'cast'", "cct.kind LIKE '%e%'", "chn.name NOT LIKE '%P%'", "chn.name LIKE '%''%'", "chn.name LIKE '%h%'", "k.keyword IN ('hard-labor', 'yoked-slave', 'skull-mask', 'prefrontal-lobotomy', 'ceramic-artist')", "kt.kind = 'tv movie'", "t.production_year > 1986"],
["cct.kind = 'cast'", "cct.kind LIKE '%e%'", "chn.name NOT LIKE '%e%'", "chn.name LIKE '%i%'", "chn.name LIKE '%i%'", "k.keyword IN ('woman-in-bikini', 'knockout-drops', 'voted-off', 'magic-lamp', 'hula-hoop')", "kt.kind = 'movie'", "t.production_year > 1986"],
["cct.kind = 'crew'", "cct.kind LIKE '%i%'", "chn.name NOT LIKE '%r%'", "chn.name LIKE '%G%'", "chn.name LIKE '%g%'", "k.keyword IN ('priest', 'cameos', 'greek-orthodox', 'teacher-student-sex', 'missing-princess')", "kt.kind = 'movie'", "t.production_year > 1980"],
["cct.kind = 'cast'", "cct.kind LIKE '%e%'", "chn.name NOT LIKE '%P%'", "chn.name LIKE '%P%'", "chn.name LIKE '%e%'", "k.keyword IN ('lifting-female-in-air', 'hillside', 'lapd', 'substitute-bagpipe', 'red-army')", "kt.kind = 'movie'", "t.production_year > 1964"],
["cct.kind = 'cast'", "cct.kind LIKE '%v%'", "chn.name NOT LIKE '%P%'", "chn.name LIKE '%e%'", "chn.name LIKE '%t%'", "k.keyword IN ('hiding-place', 'banana-republic', 'chinese-embassy', 'lighting-a-match', 'crippled-boy')", "kt.kind = 'movie'", "t.production_year > 1964"],
["cct.kind = 'cast'", "cct.kind LIKE '%e%'", "chn.name NOT LIKE '%G%'", "chn.name LIKE '%d%'", "chn.name LIKE '%e%'", "k.keyword IN ('chinese-restaurant', 'entrepreneur', 'christmas-past', 'sit-ups', 'message-on-a-wall')", "kt.kind = 'tv series'", "t.production_year > 1989"],
["cct.kind = 'cast'", "cct.kind LIKE '%e%'", "chn.name NOT LIKE '%g%'", "chn.name LIKE '%I%'", "chn.name LIKE '%t%'", "k.keyword IN ('lawyer', 'basement-laboratory', 'based-on-radio-show', 'guitar-playing', 'visual-pun')", "kt.kind = 'movie'", "t.production_year > 1980"],
["cct.kind = 'cast'", "cct.kind LIKE '%l%'", "chn.name NOT LIKE '%e%'", "chn.name LIKE '%w%'", "chn.name LIKE '%B%'", "k.keyword IN ('townsfolk', 'slow-motion', 'pan-dissolve', 'unethical-practice', 'newscast')", "kt.kind = 'movie'", "t.production_year > 1990"],
["cct.kind = 'cast'", "cct.kind LIKE '%e%'", "chn.name NOT LIKE '%t%'", "chn.name LIKE '%N%'", "chn.name LIKE '%r%'", "k.keyword IN ('christmas-party', 'syringe-in-arm', 'chalk-screech', 'class-difference', 'year-1494')", "kt.kind = 'tv movie'", "t.production_year > 1965"],
["cct.kind = 'cast'", "cct.kind LIKE '%i%'", "chn.name NOT LIKE '%S%'", "chn.name LIKE '%g%'", "chn.name LIKE '%l%'", "k.keyword IN ('violence', 'nonsense', 'undersea-tunnel', 'callboy', 'carbon')", "kt.kind = 'tv movie'", "t.production_year > 1986"],
["cct.kind = 'cast'", "cct.kind LIKE '%e%'", "chn.name NOT LIKE '%F%'", "chn.name LIKE '%I%'", "chn.name LIKE '%g%'", "k.keyword IN ('independent-film', 'war-machine', '1190s', 'flight-instructor', 'varicose-veins')", "kt.kind = 'movie'", "t.production_year > 1969"],
["cct.kind = 'crew'", "cct.kind LIKE '%o%'", "chn.name NOT LIKE '%C%'", "chn.name LIKE '%m%'", "chn.name LIKE '%o%'", "k.keyword IN ('golf-course', 'exploding-truck', 'boy-meets-girl', 'mindless-eating', 'king-george-ii')", "kt.kind = 'movie'", "t.production_year > 1978"],
["cct.kind = 'crew'", "cct.kind LIKE '%l%'", "chn.name NOT LIKE '%e%'", "chn.name LIKE '%r%'", "chn.name LIKE '%e%'", "k.keyword IN ('love-interest', 'rolling-the-bones', 'king-edward-vi', 'talking-snake', 'fur-trapping')", "kt.kind = 'movie'", "t.production_year > 1980"],
["cct.kind = 'crew'", "cct.kind LIKE '%p%'", "chn.name NOT LIKE '%i%'", "chn.name LIKE '%n%'", "chn.name LIKE '%o%'", "k.keyword IN ('nurse', 'kumla-sweden', 'fat-suit', 'pregnant-teen', 'bleeding-to-death')", "kt.kind = 'movie'", "t.production_year > 1974"],
["cct.kind = 'cast'", "cct.kind LIKE '%l%'", "chn.name NOT LIKE '%p%'", "chn.name LIKE '%t%'", "chn.name LIKE '%y%'", "k.keyword IN ('hideout', 'comedy-trio', 'social-stigma', 'masked-balls', 'flooded-basement')", "kt.kind = 'movie'", "t.production_year > 1971"],
["cct.kind = 'crew'", "cct.kind LIKE '%m%'", "chn.name NOT LIKE '%l%'", "chn.name LIKE '%o%'", "chn.name LIKE '%l%'", "k.keyword IN ('mountain-climbing', 'metaphysics', 'choir-boy', 'cowboy-boots', 'dead-family')", "kt.kind = 'movie'", "t.production_year > 1980"]
