["cct.kind = 'complete'", "cn.country_code = '[sg]'", "it.info = 'plot'", "kt.kind IN ('movie', 'movie', 'tv series', 'video movie', 'movie')", "mi.note LIKE '%,%'", "mi.info LIKE '%r%'", "mi.info LIKE '%a%'", "t.production_year > 2004"],
["cct.kind = 'complete+verified'", "cn.country_code = '[us]'", "it.info = 'locations'", "kt.kind IN ('movie', 'video game', 'video movie', 'tv mini series', 'tv series')", "mi.note LIKE '%)%'", "mi.info LIKE '%C%'", "mi.info LIKE '%D%'", "t.production_year > 1997"],
["cct.kind = 'complete+verified'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('movie', 'tv mini series', 'movie', 'tv mini series', 'video game')", "mi.note LIKE '%a%'", "mi.info LIKE '%0%'", "mi.info LIKE '%o%'", "t.production_year > 2003"],
["cct.kind = 'complete+verified'", "cn.country_code = '[nl]'", "it.info = 'release dates'", "kt.kind IN ('movie', 'video game', 'video game', 'tv mini series', 'video game')", "mi.note LIKE '%(%'", "mi.info LIKE '%1%'", "mi.info LIKE '%2%'", "t.production_year > 2003"],
["cct.kind = 'complete+verified'", "cn.country_code = '[us]'", "it.info = 'certificates'", "kt.kind IN ('movie', 'tv series', 'tv movie', 'video movie', 'tv mini series')", "mi.note LIKE '%1%'", "mi.info LIKE '%A%'", "mi.info LIKE '%S%'", "t.production_year > 1944"],
["cct.kind = 'complete+verified'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('movie', 'tv movie', 'tv movie', 'video movie', 'tv movie')", "mi.note LIKE '%a%'", "mi.info LIKE '%2%'", "mi.info LIKE '%p%'", "t.production_year > 2000"],
["cct.kind = 'complete+verified'", "cn.country_code = '[nl]'", "it.info = 'release dates'", "kt.kind IN ('movie', 'movie', 'tv mini series', 'tv mini series', 'tv movie')", "mi.note LIKE '%l%'", "mi.info LIKE '%r%'", "mi.info LIKE '%y%'", "t.production_year > 2000"],
["cct.kind = 'complete+verified'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('movie', 'movie', 'episode', 'movie', 'tv series')", "mi.note LIKE '%h%'", "mi.info LIKE '%y%'", "mi.info LIKE '%y%'", "t.production_year > 2000"],
["cct.kind = 'complete+verified'", "cn.country_code = '[nl]'", "it.info = 'certificates'", "kt.kind IN ('movie', 'movie', 'movie', 'tv mini series', 'movie')", "mi.note LIKE '%i%'", "mi.info LIKE '%y%'", "mi.info LIKE '%:%'", "t.production_year > 2003"],
["cct.kind = 'complete+verified'", "cn.country_code = '[ar]'", "it.info = 'plot'", "kt.kind IN ('movie', 'episode', 'episode', 'tv mini series', 'tv mini series')", "mi.note LIKE '%J%'", "mi.info LIKE '%n%'", "mi.info LIKE '%e%'", "t.production_year > 1998"],
["cct.kind = 'complete'", "cn.country_code = '[il]'", "it.info = 'tech info'", "kt.kind IN ('movie', 'tv series', 'tv movie', 'movie', 'movie')", "mi.note LIKE '%(%'", "mi.info LIKE '%A%'", "mi.info LIKE '%A%'", "t.production_year > 2006"],
["cct.kind = 'complete+verified'", "cn.country_code = '[es]'", "it.info = 'tech info'", "kt.kind IN ('movie', 'tv series', 'episode', 'tv movie', 'video movie')", "mi.note LIKE '%(%'", "mi.info LIKE '%m%'", "mi.info LIKE '%4%'", "t.production_year > 2003"],
["cct.kind = 'complete'", "cn.country_code = '[us]'", "it.info = 'tech info'", "kt.kind IN ('movie', 'video game', 'video game', 'tv mini series', 'tv series')", "mi.note LIKE '%)%'", "mi.info LIKE '%m%'", "mi.info LIKE '%3%'", "t.production_year > 1997"],
["cct.kind = 'complete'", "cn.country_code = '[lb]'", "it.info = 'release dates'", "kt.kind IN ('movie', 'episode', 'video game', 'movie', 'tv movie')", "mi.note LIKE '%i%'", "mi.info LIKE '%n%'", "mi.info LIKE '%b%'", "t.production_year > 2001"],
["cct.kind = 'complete+verified'", "cn.country_code = '[se]'", "it.info = 'certificates'", "kt.kind IN ('movie', 'tv movie', 'tv series', 'tv mini series', 'tv mini series')", "mi.note LIKE '%)%'", "mi.info LIKE '%n%'", "mi.info LIKE '%n%'", "t.production_year > 2003"],
["cct.kind = 'complete+verified'", "cn.country_code = '[us]'", "it.info = 'release dates'", "kt.kind IN ('movie', 'tv series', 'tv movie', 'video game', 'movie')", "mi.note LIKE '%)%'", "mi.info LIKE '%U%'", "mi.info LIKE '%1%'", "t.production_year > 1991"],
["cct.kind = 'complete+verified'", "cn.country_code = '[de]'", "it.info = 'release dates'", "kt.kind IN ('movie', 'tv series', 'tv movie', 'video movie', 'movie')", "mi.note LIKE '%e%'", "mi.info LIKE '%1%'", "mi.info LIKE '%8%'", "t.production_year > 2000"],
["cct.kind = 'complete+verified'", "cn.country_code = '[rs]'", "it.info = 'certificates'", "kt.kind IN ('movie', 'tv mini series', 'episode', 'tv mini series', 'tv movie')", "mi.note LIKE '%(%'", "mi.info LIKE '%:%'", "mi.info LIKE '%a%'", "t.production_year > 2007"],
["cct.kind = 'complete'", "cn.country_code = '[gb]'", "it.info = 'release dates'", "kt.kind IN ('movie', 'episode', 'movie', 'tv series', 'video game')", "mi.note LIKE '%a%'", "mi.info LIKE '%M%'", "mi.info LIKE '%2%'", "t.production_year > 2004"],
["cct.kind = 'complete+verified'", "cn.country_code = '[de]'", "it.info = 'plot'", "kt.kind IN ('movie', 'movie', 'episode', 'movie', 'tv movie')", "mi.note LIKE '%z%'", "mi.info LIKE '%a%'", "mi.info LIKE '%h%'", "t.production_year > 1984"],
["cct.kind = 'complete+verified'", "cn.country_code = '[gb]'", "it.info = 'release dates'", "kt.kind IN ('movie', 'tv movie', 'video movie', 'tv series', 'video game')", "mi.note LIKE '%e%'", "mi.info LIKE '%m%'", "mi.info LIKE '%e%'", "t.production_year > 1981"],
["cct.kind = 'complete+verified'", "cn.country_code = '[de]'", "it.info = 'locations'", "kt.kind IN ('movie', 'episode', 'tv movie', 'tv movie', 'movie')", "mi.note LIKE '%h%'", "mi.info LIKE '%g%'", "mi.info LIKE '%a%'", "t.production_year > 1982"],
["cct.kind = 'complete+verified'", "cn.country_code = '[se]'", "it.info = 'certificates'", "kt.kind IN ('movie', 'tv movie', 'episode', 'movie', 'episode')", "mi.note LIKE '%n%'", "mi.info LIKE '%p%'", "mi.info LIKE '%3%'", "t.production_year > 2003"]
