["(mc.note LIKE '%2004%' OR mc.note LIKE '%USA%')", "(mi.info LIKE '%match%' OR mi.info LIKE '%C%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%der%'", "rt.role = 'actor'", "t.production_year >= 1996 AND t.production_year <= 2007"],
["(mc.note LIKE '%with%' OR mc.note LIKE '%USA%')", "(mi.info LIKE '%o%' OR mi.info LIKE '%Spherical%')", "ci.note IN ('(voice)', '(script supervisor)', '(co-producer)', '(voice)', '(creator)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Ho%'", "rt.role = 'actor'", "t.production_year >= 1939 AND t.production_year <= 2003"],
["(mc.note LIKE '%USA%' OR mc.note LIKE '%1914%')", "(mi.info LIKE '%33%' OR mi.info LIKE '%U%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'f' AND n.name LIKE '%Godfrey%'", "rt.role = 'actress'", "t.production_year >= 1961 AND t.production_year <= 2011"],
["(mc.note LIKE '%with%' OR mc.note LIKE '%1912%')", "(mi.info LIKE '%U%' OR mi.info LIKE '%h%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Frank%'", "rt.role = 'actor'", "t.production_year >= 2009 AND t.production_year <= 2013"],
["(mc.note LIKE '%DVD%' OR mc.note LIKE '%with%')", "(mi.info LIKE '%o%' OR mi.info LIKE '%a%')", "ci.note IN ('(segment "The Cost of Being Polite")', '(archive footage)', '(segment "Go'' morgen Frederik og Mary")', '(assistant producer)', '(as StÃ©phane HÃ©non)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'f' AND n.name LIKE '%D%'", "rt.role = 'actress'", "t.production_year >= 1923 AND t.production_year <= 2011"],
["(mc.note LIKE '%TV%' OR mc.note LIKE '%2008%')", "(mi.info LIKE '%s%' OR mi.info LIKE '%o%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Saint%'", "rt.role = 'actor'", "t.production_year >= 1910 AND t.production_year <= 1998"],
["(mc.note LIKE '%all%' OR mc.note LIKE '%2012%')", "(mi.info LIKE '%1%' OR mi.info LIKE '%s%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(voice)', '(writer)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Gary%'", "rt.role = 'actor'", "t.production_year >= 2005 AND t.production_year <= 2011"],
["(mc.note LIKE '%2007%' OR mc.note LIKE '%DVD%')", "(mi.info LIKE '%h%' OR mi.info LIKE '%t%')", "ci.note IN ('(co-executive producer)', '(supervising producer)', '(production assistant)', '(executive producer)', '(archive footage)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Jose%'", "rt.role = 'actor'", "t.production_year >= 2004 AND t.production_year <= 2011"],
["(mc.note LIKE '%2007%' OR mc.note LIKE '%with%')", "(mi.info LIKE '%S%' OR mi.info LIKE '%mm%')", "ci.note IN ('(executive producer)', '(writer)', '(executive producer)', '(voice)', '(executive producer)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Christopher%'", "rt.role = 'actor'", "t.production_year >= 1972 AND t.production_year <= 2006"],
["(mc.note LIKE '%VHS%' OR mc.note LIKE '%DVD%')", "(mi.info LIKE '%C%' OR mi.info LIKE '%spilling%')", "ci.note IN ('(voice)', '(writer)', '(as AntÃ³nio Correia)', '(voice)', '(writer)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Conrad%'", "rt.role = 'actor'", "t.production_year >= 1967 AND t.production_year <= 2010"],
["(mc.note LIKE '%2011%' OR mc.note LIKE '%all%')", "(mi.info LIKE '%o%' OR mi.info LIKE '%a%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'f' AND n.name LIKE '%a%'", "rt.role = 'actress'", "t.production_year >= 1936 AND t.production_year <= 1993"],
["(mc.note LIKE '%worldwide%' OR mc.note LIKE '%2007%')", "(mi.info LIKE '%o%' OR mi.info LIKE '%s%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Hayes%'", "rt.role = 'actor'", "t.production_year >= 2005 AND t.production_year <= 2011"],
["(mc.note LIKE '%2005%' OR mc.note LIKE '%DVD%')", "(mi.info LIKE '%r%' OR mi.info LIKE '%a%')", "ci.note IN ('(voice: English version)', '(credit only)', '(credit only)', '(voice: English version)', '(voice: English version)')", "cn.country_code = '[us]'", "it.info = 'countries'", "n.gender = 'm' AND n.name LIKE '%Seth%'", "rt.role = 'actor'", "t.production_year >= 1939 AND t.production_year <= 2007"],
["(mc.note LIKE '%DVD%' OR mc.note LIKE '%VHS%')", "(mi.info LIKE '%mm%' OR mi.info LIKE '%A%')", "ci.note IN ('(written by)', '(producer)', '(uncredited)', '(uncredited)', '(written by)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Griffin%'", "rt.role = 'actor'", "t.production_year >= 2005 AND t.production_year <= 2007"],
["(mc.note LIKE '%USA%' OR mc.note LIKE '%TV%')", "(mi.info LIKE '%S%' OR mi.info LIKE '%1%')", "ci.note IN ('(uncredited)', '(production assistant)', '(uncredited)', '(uncredited)', '(co-executive producer)')", "cn.country_code = '[us]'", "it.info = 'countries'", "n.gender = 'm' AND n.name LIKE '%Hernandez%'", "rt.role = 'actor'", "t.production_year >= 1994 AND t.production_year <= 2009"],
["(mc.note LIKE '%theatrical%' OR mc.note LIKE '%worldwide%')", "(mi.info LIKE '%U%' OR mi.info LIKE '%S%')", "ci.note IN ('(voice)', '(executive producer)', '(executive producer)', '(voice)', '(executive producer)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Ruben%'", "rt.role = 'actor'", "t.production_year >= 1956 AND t.production_year <= 2010"],
["(mc.note LIKE '%USA%' OR mc.note LIKE '%1918%')", "(mi.info LIKE '%mm%' OR mi.info LIKE '%C%')", "ci.note IN ('(co-producer)', '(creator)', '(supervising producer)', '(uncredited)', '(supervising producer)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Savage%'", "rt.role = 'actor'", "t.production_year >= 1934 AND t.production_year <= 2009"],
["(mc.note LIKE '%DVD%' OR mc.note LIKE '%2005%')", "(mi.info LIKE '%S%' OR mi.info LIKE '%RAT%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(producer)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Baker%'", "rt.role = 'actor'", "t.production_year >= 2004 AND t.production_year <= 2006"],
["(mc.note LIKE '%DVD%' OR mc.note LIKE '%association%')", "(mi.info LIKE '%r%' OR mi.info LIKE '%o%')", "ci.note IN ('(voice)', '(producer)', '(voice)', '(voice)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'countries'", "n.gender = 'm' AND n.name LIKE '%Roger%'", "rt.role = 'actor'", "t.production_year >= 2007 AND t.production_year <= 2012"],
["(mc.note LIKE '%2004%' OR mc.note LIKE '%1922%')", "(mi.info LIKE '%35%' OR mi.info LIKE '%h%')", "ci.note IN ('(archive footage)', '(writer)', '(writer)', '(archive footage)', '(writer)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Lion%'", "rt.role = 'actor'", "t.production_year >= 1956 AND t.production_year <= 1987"],
["(mc.note LIKE '%USA%' OR mc.note LIKE '%2005%')", "(mi.info LIKE '%35%' OR mi.info LIKE '%o%')", "ci.note IN ('(as David PÃ©rez)', '(voice)', '(writer)', '(writer)', '(writer)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Roger%'", "rt.role = 'actor'", "t.production_year >= 1999 AND t.production_year <= 2008"],
["(mc.note LIKE '%Philippines%' OR mc.note LIKE '%e%')", "(mi.info LIKE '%y%' OR mi.info LIKE '%g%')", "ci.note IN ('(executive producer)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Griffin%'", "rt.role = 'actor'", "t.production_year >= 2006 AND t.production_year <= 2008"],
["(mc.note LIKE '%2006%' OR mc.note LIKE '%2012%')", "(mi.info LIKE '%USA%' OR mi.info LIKE '%t%')", "ci.note IN ('(voice)', '(voice)', '(executive producer)', '(voice)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'countries'", "n.gender = 'm' AND n.name LIKE '%George%'", "rt.role = 'actor'", "t.production_year >= 1969 AND t.production_year <= 2009"],
["(mc.note LIKE '%production%' OR mc.note LIKE '%uncredited%')", "(mi.info LIKE '%a%' OR mi.info LIKE '%o%')", "ci.note IN ('(production assistant)', '(producer)', '(uncredited)', '(producer)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Ho%'", "rt.role = 'actor'", "t.production_year >= 1977 AND t.production_year <= 2001"],
["(mc.note LIKE '%1903%' OR mc.note LIKE '%airing%')", "(mi.info LIKE '%s%' OR mi.info LIKE '%a%')", "ci.note IN ('(voice)', '(executive producer)', '(voice)', '(voice)', '(executive producer)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Le%'", "rt.role = 'actor'", "t.production_year >= 1995 AND t.production_year <= 2009"],
["(mc.note LIKE '%2012%' OR mc.note LIKE '%all%')", "(mi.info LIKE '%writer%' OR mi.info LIKE '%C%')", "ci.note IN ('(creator)', '(written by)', '(creator)', '(creator)', '(voice: English version)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Strong%'", "rt.role = 'actor'", "t.production_year >= 1961 AND t.production_year <= 2005"],
["(mc.note LIKE '%2010%' OR mc.note LIKE '%1998%')", "(mi.info LIKE '%o%' OR mi.info LIKE '%PCS%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(voice)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Gordon%'", "rt.role = 'actor'", "t.production_year >= 1982 AND t.production_year <= 2006"],
["(mc.note LIKE '%USA%' OR mc.note LIKE '%n%')", "(mi.info LIKE '%E%' OR mi.info LIKE '%room%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[se]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Geoff%'", "rt.role = 'actor'", "t.production_year >= 1943 AND t.production_year <= 2013"],
["(mc.note LIKE '%USA%' OR mc.note LIKE '%release%')", "(mi.info LIKE '%A%' OR mi.info LIKE '%is%')", "ci.note IN ('(archive footage)', '(writer)', '(archive footage)', '(archive footage)', '(writer)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'f' AND n.name LIKE '%Marshall%'", "rt.role = 'actress'", "t.production_year >= 1997 AND t.production_year <= 2013"],
["(mc.note LIKE '%1915%' OR mc.note LIKE '%2006%')", "(mi.info LIKE '%o%' OR mi.info LIKE '%Spherical%')", "ci.note IN ('(creator)', '(voice)', '(uncredited)', '(creator)', '(production coordinator)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Al%'", "rt.role = 'actor'", "t.production_year >= 1983 AND t.production_year <= 2003"],
["(mc.note LIKE '%USA%' OR mc.note LIKE '%DVD%')", "(mi.info LIKE '%l%' OR mi.info LIKE '%A%')", "ci.note IN ('(writer)', '(writer)', '(writer)', '(archive footage)', '(archive footage)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Joey%'", "rt.role = 'actor'", "t.production_year >= 1937 AND t.production_year <= 2000"],
["(mc.note LIKE '%production%' OR mc.note LIKE '%VHS%')", "(mi.info LIKE '%U%' OR mi.info LIKE '%o%')", "ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Smith%'", "rt.role = 'actor'", "t.production_year >= 1917 AND t.production_year <= 1972"],
["(mc.note LIKE '%USA%' OR mc.note LIKE '%worldwide%')", "(mi.info LIKE '%1%' OR mi.info LIKE '%35%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Nolan%'", "rt.role = 'actor'", "t.production_year >= 1949 AND t.production_year <= 2011"],
["(mc.note LIKE '%DVD%' OR mc.note LIKE '%1966%')", "(mi.info LIKE '%e%' OR mi.info LIKE '%o%')", "ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Bob%'", "rt.role = 'actor'", "t.production_year >= 1982 AND t.production_year <= 1998"],
["(mc.note LIKE '%TV%' OR mc.note LIKE '%DVD%')", "(mi.info LIKE '%s%' OR mi.info LIKE '%held%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Bob%'", "rt.role = 'actor'", "t.production_year >= 2000 AND t.production_year <= 2013"],
["(mc.note LIKE '%1966%' OR mc.note LIKE '%co%')", "(mi.info LIKE '%r%' OR mi.info LIKE '%o%')", "ci.note IN ('(voice)', '(voice)', '(voice)', '(voice)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Michael%'", "rt.role = 'actor'", "t.production_year >= 1993 AND t.production_year <= 2009"],
["(mc.note LIKE '%worldwide%' OR mc.note LIKE '%USA%')", "(mi.info LIKE '%g%' OR mi.info LIKE '%OFM%')", "ci.note IN ('(uncredited)', '(executive producer)', '(writer)', '(writer)', '(writer)')", "cn.country_code = '[gb]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Robert%'", "rt.role = 'actor'", "t.production_year >= 2006 AND t.production_year <= 2012"],
["(mc.note LIKE '%in%' OR mc.note LIKE '%USA%')", "(mi.info LIKE '%U%' OR mi.info LIKE '%D%')", "ci.note IN ('(voice)', '(uncredited)', '(uncredited)', '(voice)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Scott%'", "rt.role = 'actor'", "t.production_year >= 1983 AND t.production_year <= 2013"],
["(mc.note LIKE '%2011%' OR mc.note LIKE '%worldwide%')", "(mi.info LIKE '%RAT%' OR mi.info LIKE '%a%')", "ci.note IN ('(voice)', '(voice)', '(voice)', '(executive producer)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Roger%'", "rt.role = 'actor'", "t.production_year >= 2008 AND t.production_year <= 2009"],
["(mc.note LIKE '%TV%' OR mc.note LIKE '%USA%')", "(mi.info LIKE '%s%' OR mi.info LIKE '%o%')", "ci.note IN ('(archive footage)', '(archive footage)', '(archive footage)', '(archive footage)', '(archive footage)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Merv%'", "rt.role = 'actor'", "t.production_year >= 1929 AND t.production_year <= 1999"],
["(mc.note LIKE '%2004%' OR mc.note LIKE '%DVD%')", "(mi.info LIKE '%concerts%' OR mi.info LIKE '%a%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'f' AND n.name LIKE '%The%'", "rt.role = 'actress'", "t.production_year >= 2005 AND t.production_year <= 2011"],
["(mc.note LIKE '%2007%' OR mc.note LIKE '%USA%')", "(mi.info LIKE '%S%' OR mi.info LIKE '%mm%')", "ci.note IN ('(uncredited)', '(executive producer)', '(executive producer)', '(executive producer)', '(executive producer)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Herschel%'", "rt.role = 'actor'", "t.production_year >= 1931 AND t.production_year <= 2010"],
["(mc.note LIKE '%1997%' OR mc.note LIKE '%theatrical%')", "(mi.info LIKE '%o%' OR mi.info LIKE '%S%')", "ci.note IN ('(executive producer)', '(writer)', '(producer)', '(voice)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'countries'", "n.gender = 'm' AND n.name LIKE '%Rose%'", "rt.role = 'actor'", "t.production_year >= 1975 AND t.production_year <= 2011"],
["(mc.note LIKE '%in%' OR mc.note LIKE '%DVD%')", "(mi.info LIKE '%1%' OR mi.info LIKE '%33%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'budget'", "n.gender = 'm' AND n.name LIKE '%Alan%'", "rt.role = 'actor'", "t.production_year >= 1972 AND t.production_year <= 2003"],
["(mc.note LIKE '%2007%' OR mc.note LIKE '%1913%')", "(mi.info LIKE '%o%' OR mi.info LIKE '%33%')", "ci.note IN ('(uncredited)', '(uncredited)', '(voice)', '(voice)', '(uncredited)')", "cn.country_code = '[fr]'", "it.info = 'release dates'", "n.gender = 'f' AND n.name LIKE '%S%'", "rt.role = 'actress'", "t.production_year >= 2005 AND t.production_year <= 2010"],
["(mc.note LIKE '%USA%' OR mc.note LIKE '%VHS%')", "(mi.info LIKE '%his%' OR mi.info LIKE '%s%')", "ci.note IN ('(writer)', '(creator)', '(producer)', '(uncredited)', '(creator)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'f' AND n.name LIKE '%en%'", "rt.role = 'actress'", "t.production_year >= 1976 AND t.production_year <= 1998"],
["(mc.note LIKE '%USA%' OR mc.note LIKE '%p%')", "(mi.info LIKE '%his%' OR mi.info LIKE '%s%')", "ci.note IN ('(executive producer)', '(executive producer)', '(voice)', '(production accountant)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Ross%'", "rt.role = 'actor'", "t.production_year >= 1933 AND t.production_year <= 1978"],
["(mc.note LIKE '%p%' OR mc.note LIKE '%USA%')", "(mi.info LIKE '%o%' OR mi.info LIKE '%Black%')", "ci.note IN ('(voice)', '(writer)', '(voice)', '(voice)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Ryan%'", "rt.role = 'actor'", "t.production_year >= 1964 AND t.production_year <= 2007"],
["(mc.note LIKE '%Hungary%' OR mc.note LIKE '%TV%')", "(mi.info LIKE '%E%' OR mi.info LIKE '%n%')", "ci.note IN ('(uncredited)', '(voice)', '(uncredited)', '(production assistant)', '(uncredited)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%Wylie%'", "rt.role = 'actor'", "t.production_year >= 1997 AND t.production_year <= 2013"],
["(mc.note LIKE '%2003%' OR mc.note LIKE '%USA%')", "(mi.info LIKE '%U%' OR mi.info LIKE '%o%')", "ci.note IN ('(voice)', '(producer)', '(voice)', '(producer)', '(executive producer)')", "cn.country_code = '[us]'", "it.info = 'countries'", "n.gender = 'm' AND n.name LIKE '%Allan%'", "rt.role = 'actor'", "t.production_year >= 2007 AND t.production_year <= 2012"],
["(mc.note LIKE '%TV%' OR mc.note LIKE '%2009%')", "(mi.info LIKE '%o%' OR mi.info LIKE '%bed%')", "ci.note IN ('(uncredited)', '(executive producer)', '(uncredited)', '(uncredited)', '(writer)')", "cn.country_code = '[fr]'", "it.info = 'genres'", "n.gender = 'f' AND n.name LIKE '%Maria%'", "rt.role = 'actress'", "t.production_year >= 2008 AND t.production_year <= 2012"],
["(mc.note LIKE '%1911%' OR mc.note LIKE '%TV%')", "(mi.info LIKE '%o%' OR mi.info LIKE '%t%')", "ci.note IN ('(voice)', '(voice)', '(uncredited)', '(uncredited)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'genres'", "n.gender = 'm' AND n.name LIKE '%George%'", "rt.role = 'actor'", "t.production_year >= 1956 AND t.production_year <= 1998"],
["(mc.note LIKE '%USA%' OR mc.note LIKE '%all%')", "(mi.info LIKE '%ride%' OR mi.info LIKE '%A%')", "ci.note IN ('(executive producer)', '(voice)', '(voice)', '(executive producer)', '(executive producer)')", "cn.country_code = '[us]'", "it.info = 'countries'", "n.gender = 'm' AND n.name LIKE '%Stack%'", "rt.role = 'actor'", "t.production_year >= 1985 AND t.production_year <= 2002"],
["(mc.note LIKE '%n%' OR mc.note LIKE '%all%')", "(mi.info LIKE '%and%' OR mi.info LIKE '%A%')", "ci.note IN ('(voice)', '(uncredited)', '(voice)', '(uncredited)', '(voice)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Chad%'", "rt.role = 'actor'", "t.production_year >= 1965 AND t.production_year <= 2012"],
["(mc.note LIKE '%production%' OR mc.note LIKE '%2010%')", "(mi.info LIKE '%s%' OR mi.info LIKE '%h%')", "ci.note IN ('(production coordinator)', '(co-producer)', '(co-executive producer)', '(uncredited)', '(script supervisor)')", "cn.country_code = '[us]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%Silvera%'", "rt.role = 'actor'", "t.production_year >= 1957 AND t.production_year <= 1993"],
["(mc.note LIKE '%USA%' OR mc.note LIKE '%season%')", "(mi.info LIKE '%1%' OR mi.info LIKE '%n%')", "ci.note IN ('(credit only)', '(credit only)', '(voice: English version)', '(credit only)', '(voice: English version)')", "cn.country_code = '[us]'", "it.info = 'budget'", "n.gender = 'm' AND n.name LIKE '%D%'", "rt.role = 'actor'", "t.production_year >= 1978 AND t.production_year <= 2004"],
["(mc.note LIKE '%worldwide%' OR mc.note LIKE '%2000%')", "(mi.info LIKE '%awakening%' OR mi.info LIKE '%o%')", "ci.note IN ('(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)', '(uncredited)')", "cn.country_code = '[fr]'", "it.info = 'release dates'", "n.gender = 'm' AND n.name LIKE '%C%'", "rt.role = 'actor'", "t.production_year >= 1964 AND t.production_year <= 2006"],
