["ci.note = '(story)'", "cn.country_code = '[us]'", "mc.note LIKE '%in%'", "mc.note NOT LIKE '%2005%'", "n.name LIKE '%Brown%'", "n.name NOT LIKE '%Williams%'", "rt.role = 'writer'"],
["ci.note = '(co-producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%USA%'", "mc.note NOT LIKE '%association%'", "n.name LIKE '%Lloyd%'", "n.name NOT LIKE '%McGovern%'", "rt.role = 'producer'"],
["ci.note = '(production assistant)'", "cn.country_code = '[br]'", "mc.note LIKE '%2006%'", "mc.note NOT LIKE '%2011%'", "n.name LIKE '%John%'", "n.name NOT LIKE '%Salardino%'", "rt.role = 'miscellaneous crew'"],
["ci.note = '(producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%VHS%'", "mc.note NOT LIKE '%2012%'", "n.name LIKE '%Carlos%'", "n.name NOT LIKE '%Nancy%'", "rt.role = 'producer'"],
["ci.note = '(uncredited)'", "cn.country_code = '[us]'", "mc.note LIKE '%DVD%'", "mc.note NOT LIKE '%association%'", "n.name LIKE '%Magna%'", "n.name NOT LIKE '%Jones%'", "rt.role = 'actor'"],
["ci.note = '(associate producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%2008%'", "mc.note NOT LIKE '%TV%'", "n.name LIKE '%Steve%'", "n.name NOT LIKE '%Lee%'", "rt.role = 'producer'"],
["ci.note = '(voice)'", "cn.country_code = '[us]'", "mc.note LIKE '%s%'", "mc.note NOT LIKE '%TV%'", "n.name LIKE '%Joey%'", "n.name NOT LIKE '%Welker%'", "rt.role = 'actor'"],
["ci.note = '(voice: English version)'", "cn.country_code = '[us]'", "mc.note LIKE '%p%'", "mc.note NOT LIKE '%USA%'", "n.name LIKE '%Ho%'", "n.name NOT LIKE '%Maria%'", "rt.role = 'actress'"],
["ci.note = '(writer)'", "cn.country_code = '[us]'", "mc.note LIKE '%1958%'", "mc.note NOT LIKE '%theatrical%'", "n.name LIKE '%Frank%'", "n.name NOT LIKE '%Griffin%'", "rt.role = 'writer'"],
["ci.note = '(archive footage)'", "cn.country_code = '[us]'", "mc.note LIKE '%e%'", "mc.note NOT LIKE '%production%'", "n.name LIKE '%Tom%'", "n.name NOT LIKE '%e%'", "rt.role = 'actor'"],
["ci.note = '(executive producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%with%'", "mc.note NOT LIKE '%2003%'", "n.name LIKE '%Sarah%'", "n.name NOT LIKE '%Digard%'", "rt.role = 'producer'"],
["ci.note = '(executive producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%DVD%'", "mc.note NOT LIKE '%S%'", "n.name LIKE '%Guy%'", "n.name NOT LIKE '%Roger%'", "rt.role = 'producer'"],
["ci.note = '(executive producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%DVD%'", "mc.note NOT LIKE '%1980%'", "n.name LIKE '%Kam%'", "n.name NOT LIKE '%Murphy%'", "rt.role = 'producer'"],
["ci.note = '(uncredited)'", "cn.country_code = '[us]'", "mc.note LIKE '%DVD%'", "mc.note NOT LIKE '%in%'", "n.name LIKE '%Godfrey%'", "n.name NOT LIKE '%Savage%'", "rt.role = 'actor'"],
["ci.note = '(producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%in%'", "mc.note NOT LIKE '%USA%'", "n.name LIKE '%Joe%'", "n.name NOT LIKE '%Griffin%'", "rt.role = 'producer'"],
["ci.note = '(producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%co%'", "mc.note NOT LIKE '%2005%'", "n.name LIKE '%Grillo%'", "n.name NOT LIKE '%Brandon%'", "rt.role = 'producer'"],
["ci.note = '(producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%USA%'", "mc.note NOT LIKE '%production%'", "n.name LIKE '%D%'", "n.name NOT LIKE '%Dobkowitz%'", "rt.role = 'producer'"],
["ci.note = '(producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%USA%'", "mc.note NOT LIKE '%production%'", "n.name LIKE '%Joey%'", "n.name NOT LIKE '%Jammot%'", "rt.role = 'producer'"],
["ci.note = '(producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%i%'", "mc.note NOT LIKE '%VHS%'", "n.name LIKE '%Savage%'", "n.name NOT LIKE '%Stone%'", "rt.role = 'producer'"],
["ci.note = '(producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%2000%'", "mc.note NOT LIKE '%u%'", "n.name LIKE '%Joel%'", "n.name NOT LIKE '%Alan%'", "rt.role = 'producer'"],
["ci.note = '(uncredited)'", "cn.country_code = '[us]'", "mc.note LIKE '%2002%'", "mc.note NOT LIKE '%TV%'", "n.name LIKE '%Godfrey%'", "n.name NOT LIKE '%Rob%'", "rt.role = 'actor'"],
["ci.note = '(writer)'", "cn.country_code = '[us]'", "mc.note LIKE '%USA%'", "mc.note NOT LIKE '%Spain%'", "n.name LIKE '%John%'", "n.name NOT LIKE '%Armand%'", "rt.role = 'producer'"],
["ci.note = '(associate producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%2011%'", "mc.note NOT LIKE '%with%'", "n.name LIKE '%Rich%'", "n.name NOT LIKE '%Joey%'", "rt.role = 'producer'"],
["ci.note = '(producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%r%'", "mc.note NOT LIKE '%2007%'", "n.name LIKE '%L%'", "n.name NOT LIKE '%Hindy%'", "rt.role = 'producer'"],
["ci.note = '(producer)'", "cn.country_code = '[hu]'", "mc.note LIKE '%2007%'", "mc.note NOT LIKE '%co%'", "n.name LIKE '%a%'", "n.name NOT LIKE '%Ron%'", "rt.role = 'producer'"],
["ci.note = '(uncredited)'", "cn.country_code = '[us]'", "mc.note LIKE '%DVD%'", "mc.note NOT LIKE '%e%'", "n.name LIKE '%Robert%'", "n.name NOT LIKE '%Franco%'", "rt.role = 'actor'"],
["ci.note = '(uncredited)'", "cn.country_code = '[fi]'", "mc.note LIKE '%theatrical%'", "mc.note NOT LIKE '%worldwide%'", "n.name LIKE '%Thomas%'", "n.name NOT LIKE '%Cortizas%'", "rt.role = 'actor'"],
["ci.note = '(executive producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%n%'", "mc.note NOT LIKE '%TV%'", "n.name LIKE '%Nancy%'", "n.name NOT LIKE '%Monterrubio%'", "rt.role = 'producer'"],
["ci.note = '(producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%2008%'", "mc.note NOT LIKE '%media%'", "n.name LIKE '%D%'", "n.name NOT LIKE '%Digard%'", "rt.role = 'producer'"],
["ci.note = '(archive footage)'", "cn.country_code = '[us]'", "mc.note LIKE '%association%'", "mc.note NOT LIKE '%USA%'", "n.name LIKE '%y%'", "n.name NOT LIKE '%Digard%'", "rt.role = 'actress'"],
["ci.note = '(executive producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%co%'", "mc.note NOT LIKE '%2008%'", "n.name LIKE '%Carol%'", "n.name NOT LIKE '%Joe%'", "rt.role = 'producer'"],
["ci.note = '(uncredited)'", "cn.country_code = '[us]'", "mc.note LIKE '%2007%'", "mc.note NOT LIKE '%a%'", "n.name LIKE '%Ron%'", "n.name NOT LIKE '%Tress%'", "rt.role = 'actor'"],
["ci.note = '(uncredited)'", "cn.country_code = '[us]'", "mc.note LIKE '%USA%'", "mc.note NOT LIKE '%version%'", "n.name LIKE '%Wylie%'", "n.name NOT LIKE '%Bob%'", "rt.role = 'writer'"],
["ci.note = '(associate producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%i%'", "mc.note NOT LIKE '%theatrical%'", "n.name LIKE '%Lisa%'", "n.name NOT LIKE '%Bosman%'", "rt.role = 'producer'"],
["ci.note = '(uncredited)'", "cn.country_code = '[us]'", "mc.note LIKE '%association%'", "mc.note NOT LIKE '%USA%'", "n.name LIKE '%Bradley%'", "n.name NOT LIKE '%Catherine%'", "rt.role = 'actor'"],
["ci.note = '(voice)'", "cn.country_code = '[us]'", "mc.note LIKE '%association%'", "mc.note NOT LIKE '%theatrical%'", "n.name LIKE '%Michael%'", "n.name NOT LIKE '%Griffin%'", "rt.role = 'actor'"],
["ci.note = '(voice)'", "cn.country_code = '[us]'", "mc.note LIKE '%TV%'", "mc.note NOT LIKE '%2010%'", "n.name LIKE '%Griffin%'", "n.name NOT LIKE '%McCullough%'", "rt.role = 'actress'"],
["ci.note = '(co-producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%DVD%'", "mc.note NOT LIKE '%USA%'", "n.name LIKE '%D%'", "n.name NOT LIKE '%Joe%'", "rt.role = 'producer'"],
["ci.note = '(uncredited)'", "cn.country_code = '[us]'", "mc.note LIKE '%USA%'", "mc.note NOT LIKE '%DVD%'", "n.name LIKE '%Johannes%'", "n.name NOT LIKE '%Smith%'", "rt.role = 'actor'"],
["ci.note = '(co-producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%production%'", "mc.note NOT LIKE '%USA%'", "n.name LIKE '%Ho%'", "n.name NOT LIKE '%Fontenot%'", "rt.role = 'producer'"],
["ci.note = '(uncredited)'", "cn.country_code = '[jp]'", "mc.note LIKE '%a%'", "mc.note NOT LIKE '%DVD%'", "n.name LIKE '%Griffin%'", "n.name NOT LIKE '%Roger%'", "rt.role = 'actor'"],
["ci.note = '(executive producer)'", "cn.country_code = '[de]'", "mc.note LIKE '%s%'", "mc.note NOT LIKE '%DVD%'", "n.name LIKE '%Jonathan%'", "n.name NOT LIKE '%Coco%'", "rt.role = 'producer'"],
["ci.note = '(uncredited)'", "cn.country_code = '[us]'", "mc.note LIKE '%i%'", "mc.note NOT LIKE '%with%'", "n.name LIKE '%e%'", "n.name NOT LIKE '%Mitchell%'", "rt.role = 'miscellaneous crew'"],
["ci.note = '(voice)'", "cn.country_code = '[us]'", "mc.note LIKE '%with%'", "mc.note NOT LIKE '%2011%'", "n.name LIKE '%Mal%'", "n.name NOT LIKE '%León%'", "rt.role = 'actor'"],
["ci.note = '(executive producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%USA%'", "mc.note NOT LIKE '%association%'", "n.name LIKE '%Lorne%'", "n.name NOT LIKE '%Lorraine%'", "rt.role = 'producer'"],
["ci.note = '(script supervisor)'", "cn.country_code = '[us]'", "mc.note LIKE '%TV%'", "mc.note NOT LIKE '%2009%'", "n.name LIKE '%Lorraine%'", "n.name NOT LIKE '%Dobkowitz%'", "rt.role = 'miscellaneous crew'"],
["ci.note = '(associate producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%TV%'", "mc.note NOT LIKE '%theatrical%'", "n.name LIKE '%Armand%'", "n.name NOT LIKE '%Reemelin%'", "rt.role = 'producer'"],
["ci.note = '(writer)'", "cn.country_code = '[us]'", "mc.note LIKE '%in%'", "mc.note NOT LIKE '%production%'", "n.name LIKE '%M%'", "n.name NOT LIKE '%Michael%'", "rt.role = 'writer'"],
["ci.note = '(associate producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%DVD%'", "mc.note NOT LIKE '%co%'", "n.name LIKE '%Walker%'", "n.name NOT LIKE '%Uschi%'", "rt.role = 'producer'"],
["ci.note = '(voice)'", "cn.country_code = '[de]'", "mc.note LIKE '%2011%'", "mc.note NOT LIKE '%worldwide%'", "n.name LIKE '%W%'", "n.name NOT LIKE '%Nsibande%'", "rt.role = 'actor'"],
["ci.note = '(producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%USA%'", "mc.note NOT LIKE '%2010%'", "n.name LIKE '%K%'", "n.name NOT LIKE '%Armand%'", "rt.role = 'producer'"],
["ci.note = '(associate producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%2010%'", "mc.note NOT LIKE '%Blu%'", "n.name LIKE '%Ho%'", "n.name NOT LIKE '%Welker%'", "rt.role = 'producer'"],
["ci.note = '(executive producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%USA%'", "mc.note NOT LIKE '%association%'", "n.name LIKE '%John%'", "n.name NOT LIKE '%Silvera%'", "rt.role = 'producer'"],
["ci.note = '(voice)'", "cn.country_code = '[us]'", "mc.note LIKE '%in%'", "mc.note NOT LIKE '%2007%'", "n.name LIKE '%Joey%'", "n.name NOT LIKE '%Souza%'", "rt.role = 'actress'"],
["ci.note = '(writer)'", "cn.country_code = '[us]'", "mc.note LIKE '%as%'", "mc.note NOT LIKE '%VHS%'", "n.name LIKE '%Tom%'", "n.name NOT LIKE '%Geraci%'", "rt.role = 'writer'"],
["ci.note = '(associate producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%2000%'", "mc.note NOT LIKE '%DVD%'", "n.name LIKE '%Kelly%'", "n.name NOT LIKE '%David%'", "rt.role = 'producer'"],
["ci.note = '(archive footage)'", "cn.country_code = '[us]'", "mc.note LIKE '%2006%'", "mc.note NOT LIKE '%t%'", "n.name LIKE '%Herschel%'", "n.name NOT LIKE '%Wayne%'", "rt.role = 'actor'"],
["ci.note = '(executive producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%in%'", "mc.note NOT LIKE '%USA%'", "n.name LIKE '%Griffin%'", "n.name NOT LIKE '%Kimberley%'", "rt.role = 'producer'"],
["ci.note = '(voice)'", "cn.country_code = '[hu]'", "mc.note LIKE '%a%'", "mc.note NOT LIKE '%USA%'", "n.name LIKE '%Armand%'", "n.name NOT LIKE '%Roger%'", "rt.role = 'actor'"],
["ci.note = '(executive producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%USA%'", "mc.note NOT LIKE '%TV%'", "n.name LIKE '%Joey%'", "n.name NOT LIKE '%Rogier%'", "rt.role = 'producer'"],
["ci.note = '(producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%2005%'", "mc.note NOT LIKE '%USA%'", "n.name LIKE '%Michael%'", "n.name NOT LIKE '%Ramon%'", "rt.role = 'producer'"],
["ci.note = '(producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%DVD%'", "mc.note NOT LIKE '%association%'", "n.name LIKE '%Kieran%'", "n.name NOT LIKE '%Frank%'", "rt.role = 'producer'"],
["ci.note = '(executive producer)'", "cn.country_code = '[gb]'", "mc.note LIKE '%DVD%'", "mc.note NOT LIKE '%TV%'", "n.name LIKE '%J%'", "n.name NOT LIKE '%Bowman%'", "rt.role = 'producer'"],
["ci.note = '(producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%1955%'", "mc.note NOT LIKE '%2006%'", "n.name LIKE '%Le%'", "n.name NOT LIKE '%Breidenbruch%'", "rt.role = 'producer'"],
["ci.note = '(producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%i%'", "mc.note NOT LIKE '%2006%'", "n.name LIKE '%Ho%'", "n.name NOT LIKE '%r%'", "rt.role = 'producer'"],
["ci.note = '(associate producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%USA%'", "mc.note NOT LIKE '%theatrical%'", "n.name LIKE '%Griffin%'", "n.name NOT LIKE '%Valdés%'", "rt.role = 'producer'"],
["ci.note = '(uncredited)'", "cn.country_code = '[us]'", "mc.note LIKE '%i%'", "mc.note NOT LIKE '%association%'", "n.name LIKE '%Roger%'", "n.name NOT LIKE '%David%'", "rt.role = 'writer'"],
["ci.note = '(executive producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%v%'", "mc.note NOT LIKE '%2012%'", "n.name LIKE '%Bradley%'", "n.name NOT LIKE '%Griffin%'", "rt.role = 'producer'"],
["ci.note = '(executive producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%USA%'", "mc.note NOT LIKE '%1999%'", "n.name LIKE '%J%'", "n.name NOT LIKE '%Frank%'", "rt.role = 'producer'"],
["ci.note = '(producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%production%'", "mc.note NOT LIKE '%worldwide%'", "n.name LIKE '%Shy%'", "n.name NOT LIKE '%Seth%'", "rt.role = 'producer'"],
["ci.note = '(associate producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%VHS%'", "mc.note NOT LIKE '%co%'", "n.name LIKE '%Holmes%'", "n.name NOT LIKE '%Dobkowitz%'", "rt.role = 'producer'"],
["ci.note = '(uncredited)'", "cn.country_code = '[us]'", "mc.note LIKE '%USA%'", "mc.note NOT LIKE '%DVD%'", "n.name LIKE '%Michael%'", "n.name NOT LIKE '%Robert%'", "rt.role = 'actor'"],
["ci.note = '(voice)'", "cn.country_code = '[us]'", "mc.note LIKE '%Hungary%'", "mc.note NOT LIKE '%DVD%'", "n.name LIKE '%Ron%'", "n.name NOT LIKE '%Godfrey%'", "rt.role = 'actor'"],
["ci.note = '(executive producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%in%'", "mc.note NOT LIKE '%r%'", "n.name LIKE '%i%'", "n.name NOT LIKE '%Tavares%'", "rt.role = 'producer'"],
["ci.note = '(executive producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%2011%'", "mc.note NOT LIKE '%f%'", "n.name LIKE '%Mira%'", "n.name NOT LIKE '%Veronika%'", "rt.role = 'producer'"],
["ci.note = '(writer)'", "cn.country_code = '[us]'", "mc.note LIKE '%2010%'", "mc.note NOT LIKE '%2007%'", "n.name LIKE '%Albert%'", "n.name NOT LIKE '%James%'", "rt.role = 'writer'"],
["ci.note = '(associate producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%2008%'", "mc.note NOT LIKE '%USA%'", "n.name LIKE '%Frank%'", "n.name NOT LIKE '%Griffin%'", "rt.role = 'producer'"],
["ci.note = '(executive producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%USA%'", "mc.note NOT LIKE '%s%'", "n.name LIKE '%De%'", "n.name NOT LIKE '%Dobkowitz%'", "rt.role = 'producer'"],
["ci.note = '(executive producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%DVD%'", "mc.note NOT LIKE '%t%'", "n.name LIKE '%Joey%'", "n.name NOT LIKE '%Franco%'", "rt.role = 'producer'"],
["ci.note = '(executive producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%USA%'", "mc.note NOT LIKE '%e%'", "n.name LIKE '%Roger%'", "n.name NOT LIKE '%Miguel%'", "rt.role = 'producer'"],
["ci.note = '(writer)'", "cn.country_code = '[us]'", "mc.note LIKE '%e%'", "mc.note NOT LIKE '%1912%'", "n.name LIKE '%Earle%'", "n.name NOT LIKE '%Joey%'", "rt.role = 'writer'"],
["ci.note = '(executive producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%DVD%'", "mc.note NOT LIKE '%USA%'", "n.name LIKE '%Angel%'", "n.name NOT LIKE '%Paulina%'", "rt.role = 'producer'"],
["ci.note = '(associate producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%production%'", "mc.note NOT LIKE '%USA%'", "n.name LIKE '%Ray%'", "n.name NOT LIKE '%Parker%'", "rt.role = 'producer'"],
["ci.note = '(producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%production%'", "mc.note NOT LIKE '%DVD%'", "n.name LIKE '%Joe%'", "n.name NOT LIKE '%Smith%'", "rt.role = 'producer'"],
["ci.note = '(producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%n%'", "mc.note NOT LIKE '%DVD%'", "n.name LIKE '%Armand%'", "n.name NOT LIKE '%Roger%'", "rt.role = 'producer'"],
["ci.note = '(producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%in%'", "mc.note NOT LIKE '%VHS%'", "n.name LIKE '%Robert%'", "n.name NOT LIKE '%Frank%'", "rt.role = 'producer'"],
["ci.note = '(uncredited)'", "cn.country_code = '[us]'", "mc.note LIKE '%c%'", "mc.note NOT LIKE '%with%'", "n.name LIKE '%Dee%'", "n.name NOT LIKE '%Jim%'", "rt.role = 'writer'"],
["ci.note = '(production assistant)'", "cn.country_code = '[us]'", "mc.note LIKE '%DVD%'", "mc.note NOT LIKE '%s%'", "n.name LIKE '%D%'", "n.name NOT LIKE '%Labernié%'", "rt.role = 'producer'"],
["ci.note = '(producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%DVD%'", "mc.note NOT LIKE '%media%'", "n.name LIKE '%Godfrey%'", "n.name NOT LIKE '%Shane%'", "rt.role = 'producer'"],
["ci.note = '(co-producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%USA%'", "mc.note NOT LIKE '%s%'", "n.name LIKE '%Sharon%'", "n.name NOT LIKE '%Joey%'", "rt.role = 'producer'"],
["ci.note = '(executive producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%theatrical%'", "mc.note NOT LIKE '%copyright%'", "n.name LIKE '%Wayne%'", "n.name NOT LIKE '%Héctor%'", "rt.role = 'producer'"],
["ci.note = '(associate producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%i%'", "mc.note NOT LIKE '%USA%'", "n.name LIKE '%Ron%'", "n.name NOT LIKE '%Amtower%'", "rt.role = 'producer'"],
["ci.note = '(voice)'", "cn.country_code = '[us]'", "mc.note LIKE '%DVD%'", "mc.note NOT LIKE '%worldwide%'", "n.name LIKE '%Michael%'", "n.name NOT LIKE '%Savage%'", "rt.role = 'actor'"],
["ci.note = '(uncredited)'", "cn.country_code = '[us]'", "mc.note LIKE '%TV%'", "mc.note NOT LIKE '%theatrical%'", "n.name LIKE '%Smith%'", "n.name NOT LIKE '%Chiang%'", "rt.role = 'actor'"],
["ci.note = '(voice)'", "cn.country_code = '[us]'", "mc.note LIKE '%theatrical%'", "mc.note NOT LIKE '%co%'", "n.name LIKE '%Weaver%'", "n.name NOT LIKE '%Brahm%'", "rt.role = 'actor'"],
["ci.note = '(associate producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%USA%'", "mc.note NOT LIKE '%s%'", "n.name LIKE '%Jana%'", "n.name NOT LIKE '%Debbie%'", "rt.role = 'producer'"],
["ci.note = '(producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%USA%'", "mc.note NOT LIKE '%VHS%'", "n.name LIKE '%Franco%'", "n.name NOT LIKE '%Joe%'", "rt.role = 'producer'"],
["ci.note = '(executive producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%p%'", "mc.note NOT LIKE '%DVD%'", "n.name LIKE '%Dee%'", "n.name NOT LIKE '%Digard%'", "rt.role = 'producer'"],
["ci.note = '(producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%USA%'", "mc.note NOT LIKE '%worldwide%'", "n.name LIKE '%Claire%'", "n.name NOT LIKE '%Souza%'", "rt.role = 'producer'"],
["ci.note = '(executive producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%TV%'", "mc.note NOT LIKE '%co%'", "n.name LIKE '%Julia%'", "n.name NOT LIKE '%Davis%'", "rt.role = 'producer'"],
["ci.note = '(producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%r%'", "mc.note NOT LIKE '%2012%'", "n.name LIKE '%Antoine%'", "n.name NOT LIKE '%Armand%'", "rt.role = 'producer'"],
["ci.note = '(executive producer)'", "cn.country_code = '[us]'", "mc.note LIKE '%2005%'", "mc.note NOT LIKE '%in%'", "n.name LIKE '%Barrett%'", "n.name NOT LIKE '%Griffin%'", "rt.role = 'producer'"],
