["ci.note IN ('(uncredited)', '(as Chen Si Cheng)', '(as Mikkel SundÃ¸)', '(as Hedwig Reicher)', '(as Philip Scheib)')", "cn.name LIKE '%i%'", "it.info = 'runtimes'", "it.info = 'votes'", "k.keyword IN ('hotel', 'burning-rubber', 'small-boat', 'dying-daughter', 'throat-slashed')", "mi.info IN ('77', 'Spain:26 April 2008', 'USA:16 January 1926', 'USA:19 March 1996', 'UK:27 July 1932')", "n.gender = 'm'"],
["ci.note IN ('(as Clay Chamberlain)', '(as Ala-Ud-Din)', '(duck coach)', '(as Leez AF4)', '(as Bannerjee)')", "cn.name LIKE '%P%'", "it.info = 'quotes'", "it.info = 'rating'", "k.keyword IN ('methadone', 'concession-stand', 'ancient-manuscript', 'juan-ponce-de-leon', 'monoplane')", "mi.info IN ('Serena: [talking to Monty] So... you know how when you''re walking by a group of people, and you hear them laughing, you sometimes get that paranod, self- conscious feeling that maybe they''re laughing about you, when they''re really not? Well in your case, they really are. [blows kiss exasperatedly]', '- 30 August 2012', 'Panama:4 March 2005', 'MET:5148.22 m', 'MET:516.35 m')", "n.gender = 'm'"],
["ci.note IN ('(as Steffen Gregory Foster)', '(as Lemony Zest)', '(as Wes Redmon)', '(as Carlos Esteban)', '(as Pancho LÃ³pez)')", "cn.name LIKE '%S%'", "it.info = 'LD disc format'", "it.info = 'votes distribution'", "k.keyword IN ('priest', 'music-teacher', 'wetumpka-alabama', 'new-bilibid-prison', 'emetic')", "mi.info IN ('CLV/CAV', 'MET:162.75 m', 'Jordan:1 July 2006', 'USA:16 July 1949', 'Taiwan:22 May 2008')", "n.gender = 'm'"],
["ci.note IN ('(as Clay Chamberlain)', '(as Trinh Hoan)', '(as Silvan)', '(dances) (as Bhupi)', '(fish provider)')", "cn.name LIKE '%i%'", "it.info = 'goofs'", "it.info = 'votes distribution'", "k.keyword IN ('snot', 'scandalous-book', 'age-regression', 'suspended-by-feet', 'color-rhapsodies')", "mi.info IN ('CONT: When Monty says, "It''s cherry-poppin'' time", Calvin stands up. Then in the next scene he is sitting down again and then stands back up.', 'Travis L. Cook', 'Italy:12 March 2009', 'India:30 July 1976', '8276')", "n.gender = 'm'"],
["ci.note IN ('(as Clay Chamberlain)', '(as Kyoto)', '(as Betty Mayberry)', '(as Beau Hairston)', '(as Mazda Isphahan)')", "cn.name LIKE '%s%'", "it.info = 'goofs'", "it.info = 'votes distribution'", "k.keyword IN ('restaurant-hostess', 'robo-dog', 'broken-limb', 'chat-up', 'ignored-by-parents')", "mi.info IN ('CONT: When Calvin is standing on the back patio at the party leaning on the door talking, there is a guy with a red and blue hat on who appears for a split second and then disappears', 'USA:15 July 2008', 'Italy:26 July 2013', 'August 1938 -', '$587,963 (Russia)')", "n.gender = 'm'"],
["ci.note IN ('(as Steffen Gregory Foster)', '(as Andrea Naschak)', '(story "Pevchiye")', '(as Fiona Wong)', '(as Nadia Veloso)')", "cn.name LIKE '%g%'", "it.info = 'LD analog right'", "it.info = 'votes'", "k.keyword IN ('cut-into-pieces', 'rabies-shot', 'juggling-act', 'pop-song', 'sandal')", "mi.info IN ('-', 'Canada:29 July 2012', 'UK:11 June 1999', 'ESP 577,175 (Spain)', 'Yilan, Taiwan')", "n.gender = 'm'"],
["ci.note IN ('(as Steffen Gregory Foster)', '(as Sir Tim Rice)', '(as Me Me)', '(as RaÃºl Marchand)', '(as Paul So)')", "cn.name LIKE '%s%'", "it.info = 'certificates'", "it.info = 'rating'", "k.keyword IN ('security-camera', 'bon-mot', 'dinosaur-extinction', 'art-intervention', 'suburban-nightmare')", "mi.info IN ('Spain:13', 'Spain:1 July 2013', 'Mexico:26 June 1956', 'Japan:7 March 2008', 'Damascus, Syria')", "n.gender = 'm'"],
["ci.note IN ('(as Steffen Gregory Foster)', '(as Ãrik Lortie)', '(as Mike Straka)', '(sculptor: Cologne)', '(as IchijirÃ´ Ãya)')", "cn.name LIKE '%Ã%'", "it.info = 'plot'", "it.info = 'rating'", "k.keyword IN ('virtual-sex', 'dowager-baroness', 'naive-lover', 'eighth-in-series', 'sprayed-with-a-hose')", "mi.info IN ('A trip into virtual reality. Angelo has developed a virtual reality system, which truly immerses the user into the world of computer make-believe. The lawnmower man, Jobe, who is retarded, is put ''into'' the system to find out if his intelligence can be improved. It can, but not without some serious side-effects.', 'CAM:Sony 730/900', 'India:10 April 2012', 'MET:1392 m', 'Germany:1 June 1911')", "n.gender = 'm'"],
["ci.note IN ('(as Steffen Gregory Foster)', '(overseas advisor)', '(as Elijah Shepard)', '(as Voyo)', '(as Luke Millet)')", "cn.name LIKE '%l%'", "it.info = 'LD label'", "it.info = 'rating'", "k.keyword IN ('security-camera', 'picking-apples', 'chase-on-train', 'brass-clarinet', 'lesbian-subtext')", "mi.info IN ('Columbia/Tristar', 'UK:3 March 1948', 'Never Stop Running!', 'Turkey:April 2009', 'Denmark:2 July 1942')", "n.gender = 'm'"],
["ci.note IN ('(as Clay Chamberlain)', '(as Paco de Osca)', '(as Bret O''Hara)', '(as Nancy Sakovich)', '(as Natalie)')", "cn.name LIKE '%l%'", "it.info = 'quotes'", "it.info = 'votes distribution'", "k.keyword IN ('love-hate-relationship', 'suspicious-package', 'running-into-a-door', 'sea-of-cortez', 'team-in-training')", "mi.info IN ('Serena: [talking to Monty] So... you know how when you''re walking by a group of people, and you hear them laughing, you sometimes get that paranod, self- conscious feeling that maybe they''re laughing about you, when they''re really not? Well in your case, they really are. [blows kiss exasperatedly]', 'Italy:10 April 1914', '1 May 2007 - ?', 'Spain:22 May 1992', 'Rybachy, Russia')", "n.gender = 'm'"],
["ci.note IN ('(as Steffen Gregory Foster)', '(as Nikki de Boer)', '(as C. Allen Jones)', '(as Charles Hall)', '(as Marcel-AndrÃ©)')", "cn.name LIKE '%t%'", "it.info = 'certificates'", "it.info = 'rating'", "k.keyword IN ('exploding-body', 'fanatic', 'circus-in-usa', 'attack-dog', 'magic-potion')", "mi.info IN ('Iceland:14', 'MET:2092.15 m', 'Norway:3 July 2003', 'MET:3048.00 m', 'Romania:April 2013')", "n.gender = 'm'"],
["ci.note IN ('(as Steffen Gregory Foster)', '(as Dolly Pringle)', '(as Doug Rossi)', '(original idea by)', '(women''s costumes)')", "cn.name LIKE '%b%'", "it.info = 'printed media reviews'", "it.info = 'votes distribution'", "k.keyword IN ('explosion', 'saint-donato', 'inept-assistant', 'census-taker', 'overtitles')", "mi.info IN ('Klifa, Thierry. In: "Studio" (France), July/August 1992, Pg. 12, (MG)', 'Argentina:21', 'MET:1592.28 m', 'USA:25 January 2005', 'France:1903')", "n.gender = 'm'"],
["ci.note IN ('(as Steffen Gregory Foster)', '(as N. Voillard)', '(as Joan Lemo)', '(as Bill Joyce)', '(mob arranger)')", "cn.name LIKE '%Ã%'", "it.info = 'certificates'", "it.info = 'votes'", "k.keyword IN ('hotel', 'pregnant-cripple', 'sleeping-girl', 'secret-drawer', 'breathing-aspirator')", "mi.info IN ('Iceland:14', 'UK:18 April 1940', 'USA:13 April 1944', 'Time to Lead', 'Kuwait:55')", "n.gender = 'm'"],
["ci.note IN ('(as Steffen Gregory Foster)', '(as Bobbie Hale)', '(as Lenni Parker)', '(as Clea Duvall)', '(as M. Chernov)')", "cn.name LIKE '%d%'", "it.info = 'LD label'", "it.info = 'rating'", "k.keyword IN ('reference-to-the-book-of-job', 'boorzog', 'strict-parent', 'making-a-difference', 'throwing-money-away')", "mi.info IN ('Pioneer', 'USA:24 May 1985', '$149,205 (Austria)', 'Timisoara, Romania', 'Chile:November 2012')", "n.gender = 'm'"],
["ci.note IN ('(as Steffen Gregory Foster)', '(as Jamie Pressly)', '(as Hsin-Kuei Chou)', '(as Andrew Wardlaw)', '(1930)')", "cn.name LIKE '%l%'", "it.info = 'LD category'", "it.info = 'rating'", "k.keyword IN ('chair-moves-by-itself', 'syd-barrett', 'pulley', 'religious-tolerance', 'david')", "mi.info IN ('Movie', 'Turkey:2 April 2006', 'En kÃ¤rlekshistoria', '3,500,000 (Sweden)', 'Japan:30 April 1994')", "n.gender = 'm'"],
["ci.note IN ('(as Steffen Gregory Foster)', '(as Anna Lelli)', '(as Jack Lennon)', '(story "Concerto")', '(creative advisor)')", "cn.name LIKE '%i%'", "it.info = 'genres'", "it.info = 'rating'", "k.keyword IN ('world-domination', 'overcrowded-train', 'car-run-over', 'putting-a-golf-ball', 'passover-eve')", "mi.info IN ('Sci-Fi', 'Turkey:1 April 1969', 'Can you see me?', 'Break it or End it!', 'USA:3 April 1951')", "n.gender = 'm'"],
["ci.note IN ('(as Steffen Gregory Foster)', '(as Peter D. Alton)', '(Ivan''s wife)', '(as Dashel Howell)', '(as Al Herman)')", "cn.name LIKE '%g%'", "it.info = 'plot'", "it.info = 'rating'", "k.keyword IN ('laboratory', 'head-through-drawer', 'temporary-insanity', 'mayonaise', 'lung-abcess')", "mi.info IN ('A trip into virtual reality. Angelo has developed a virtual reality system, which truly immerses the user into the world of computer make-believe. The lawnmower man, Jobe, who is retarded, is put ''into'' the system to find out if his intelligence can be improved. It can, but not without some serious side-effects.', 'CAM:Kodak Easyshare', '2169', 'USA:31 August 2015', '27')", "n.gender = 'm'"],
["ci.note IN ('(as Steffen Gregory Foster)', '(as Maxwell Chin)', '(as Corinne Usell)', '(as Airelle Rebroc)', '(as Vanda)')", "cn.name LIKE '%d%'", "it.info = 'LD number of sides'", "it.info = 'votes distribution'", "k.keyword IN ('crucifix', 'public-school', 'hitman', 'fake-friends', 'bridegroom')", "mi.info IN ('3', 'Italy:29 March 1942', 'MET:62.48 m', 'USA:30 March 1927', 'USA:5 July 1947')", "n.gender = 'm'"],
["ci.note IN ('(as Steffen Gregory Foster)', '(as Ray Lockert)', '(stand-in: James)', '(as Karel Anton)', '(as Kaburi)')", "cn.name LIKE '%r%'", "it.info = 'countries'", "it.info = 'votes distribution'", "k.keyword IN ('crucifix', 'political-refuge', 'leitmotif', 'knowing-too-much', 'father-as-pimp')", "mi.info IN ('Japan', 'Spain:1 March 1980', '2200', 'France:2 June 1954', 'USA:24 April 2001')", "n.gender = 'm'"],
["ci.note IN ('(as Steffen Gregory Foster)', '(as A. Kostinski)', '(as Layon)', '(as Ric Savage)', '(as JirÃ­ Kraus)')", "cn.name LIKE '%e%'", "it.info = 'LD analog left'", "it.info = 'votes distribution'", "k.keyword IN ('bald-man', 'stepping-in-manure', 'rockport-maine', 'pulmonary-emphysema', 'psycho-sexual')", "mi.info IN ('-', '1,013,562 (Spain)', 'USA:2:00', 'USA:24 June 1920', 'France:May 1903')", "n.gender = 'm'"],
["ci.note IN ('(uncredited)', '(as Praveen Paul)', '(as Jose A. Rojo)', '(play "Don Carlos")', '(as Pablo Guzman)')", "cn.name LIKE '%i%'", "it.info = 'release dates'", "it.info = 'votes distribution'", "k.keyword IN ('theatrical-producer', 'political-humor', 'column', 'frat-house', 'ear-piercing')", "mi.info IN ('Denmark:10 July 1937', 'MET:2581.95 m', 'USA:October 1944', 'CAM:Elmo Cameras', 'MET:3579.29 m')", "n.gender = 'm'"],
["ci.note IN ('(as Steffen Gregory Foster)', '(IT lead)', '(as Mervyn Le Roy)', '(as Kaman)', '(as Pat Dane)')", "cn.name LIKE '%Y%'", "it.info = 'certificates'", "it.info = 'votes distribution'", "k.keyword IN ('security-camera', 'posing-as-criminal', 'self-discipline', 'mass-eviction', 'menacing-ghost')", "mi.info IN ('USA:R', 'AUD 480,000', 'Brazil:7 April 2009', 'Canada:17 June 1977', 'MET:2.20 m')", "n.gender = 'm'"],
["ci.note IN ('(as Steffen Gregory Foster)', '(as Seryozha Reukh)', '(as Manuel Lapid)', '(as Rohonczi Judit)', '(as A. Desenclos)')", "cn.name LIKE '%b%'", "it.info = 'certificates'", "it.info = 'votes'", "k.keyword IN ('gasoline', 'newcastle-england', 'pÃ¶stlingberg', 'social-movement', 'sex-in-a-store')", "mi.info IN ('Germany:16', 'India:10 July 1996', '10 February 1910 -', '$584,000', 'Sweden:30 June 2010')", "n.gender = 'm'"],
["ci.note IN ('(as Steffen Gregory Foster)', '(as Dmitri Tiomkin)', '(non crÃ©ditÃ©)', '(as Vi Caley)', '(as Otto Ferrari)')", "cn.name LIKE '%¡%'", "it.info = 'LD status of availablility'", "it.info = 'votes distribution'", "k.keyword IN ('revolver', 'lava-lamp', 'swing-chair', 'norad', 'beer-drinking')", "mi.info IN ('Available', 'Egypt:2014', 'Spain:2 June 1941', '$7,999', '$10,400,000')", "n.gender = 'm'"],
["ci.note IN ('(as Clay Chamberlain)', '(as Bernard Dechet)', '(as Xiones Nieves)', '(as Vanya Sokolov)', '(as Mike Chavez)')", "cn.name LIKE '%L%'", "it.info = 'quotes'", "it.info = 'votes distribution'", "k.keyword IN ('snot', 'miniature-set', 'visually-layered', 'gascony', 'opera')", "mi.info IN ('Monty: [Standing in bathroom stall with his bare torso exposed] I know what you''re thinking now. You think we''re all gay, don''t you? Think we''re all just a bunch of deviant lifestyle-living same-sex having motherfuckers, am I right?::Mitch: Yeah.::Monty: Well, listen. You can put that faggoty baby to bed right now. None of the guys that work here are gay. [gets dressed] I mean, I''ll stick my finger up my ass every now and again when I''m feeling squirrely, but that''s about the extent of it.', 'France:28 June 1929', 'UK:22 August 1976', 'NOK 15,000,000', 'chad ferrin')", "n.gender = 'm'"],
["ci.note IN ('(as Clay Chamberlain)', '(as Ardella Dabney)', '(as Charles Cooper)', '(as Mesach Taylor)', '(as Pam LaTesta)')", "cn.name LIKE '%i%'", "it.info = 'quotes'", "it.info = 'votes'", "k.keyword IN ('men''s-toilet', 'neo-paganism', 'sunni-triangle', 'traditional-music', 'police-corporal')", "mi.info IN ('Bishop: So, when things in your life become stagnant - you know, you''re no longer happy with what you''re doing - then you figure out what''s important to you. Then create your own penis-showing game.', 'Jason''s Lyric', 'Paw Print Studios', 'UK:25 March 2005', 'Girls meet Jazz!!!')", "n.gender = 'm'"],
["ci.note IN ('(as Steffen Gregory Foster)', '(as Misha Lachat)', '(as Baby Suchitra)', '(books: "Antboy")', '(as Cliff Wheeler)')", "cn.name LIKE '%r%'", "it.info = 'LD production country'", "it.info = 'rating'", "k.keyword IN ('bully', 'whole-earth-catalog', 'acting-career', 'divide-and-conquer', 'mother-love')", "mi.info IN ('USA', 'MET:3124 m', '5360', 'France:9 July 1958', 'MET:84.75 m')", "n.gender = 'm'"],
["ci.note IN ('(as Steffen Gregory Foster)', '(as Mimi Sanderson)', '(as Dan Shaw)', '(as Arcee Santos)', '(as Daniel Johnny)')", "cn.name LIKE '%d%'", "it.info = 'LD length'", "it.info = 'votes distribution'", "k.keyword IN ('revolver', 'sex-with-robot', 'cartoon-owl', 'nyquil', 'counting')", "mi.info IN ('140', '6162-05', 'USA:14 August 1962', 'Israel:3 June 2002', 'USA:8 February 1966')", "n.gender = 'm'"],
["ci.note IN ('(as Steffen Gregory Foster)', '(as Jagirdar)', '(as Mike Malfitano)', '(as Yin-Man Choi)', '(as Tom Wood)')", "cn.name LIKE '%(%'", "it.info = 'certificates'", "it.info = 'votes'", "k.keyword IN ('bald-man', 'teenage-superhero', 'robert-anton-wilson', 'faceless-body', 'moches')", "mi.info IN ('USA:R', 'France:93', 'Let Me Know', 'December 1966 - ?', 'USA:1 November 2006')", "n.gender = 'm'"],
["ci.note IN ('(as Steffen Gregory Foster)', '(as Peter Du Pre)', '(as V. Z. Mass)', '(as Paul Amand)', '(as Andrew Best)')", "cn.name LIKE '%a%'", "it.info = 'countries'", "it.info = 'votes distribution'", "k.keyword IN ('surveillance', 'eighteen-wheeler', 'alcoholic', 'arms-theft', 'position-of-trust')", "mi.info IN ('Japan', 'MET:4250.36 m', 'USA:7 February 1962', 'USA:5 October 1982', 'USA:28 May 1961')", "n.gender = 'm'"]
